index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | Abfss.java,"[0, 0, 1, 0, 0, 0, 0]"
8372,SwiftObjectPath.java,   * @return a new instance.,0,   * @return a new instance. | SwiftObjectPath.java,"[0, 0, 0, 1, 0, 0, 0]"
8373,SwiftObjectPath.java,   * @param uri              uri to start from,0,   * @param uri              uri to start from | SwiftObjectPath.java,"[0, 0, 0, 1, 0, 0, 0]"
8376,SwiftObjectPath.java,   * @return a new instance.,0,   * @return a new instance. | SwiftObjectPath.java,"[0, 0, 0, 1, 0, 0, 0]"
8377,SwiftObjectPath.java,"/**
   * Create a path tuple of (container, path), where the container is
   * chosen from the host of the URI.
   * A trailing slash can be added to the path. This is the point where
   * these /-es need to be appended, because when you construct a {@link Path}
   * instance, {@link Path#normalizePath(String, String)} is called
   * -which strips off any trailing slash.
   *
   * @param uri              uri to start from
   * @param path             path underneath
   * @param addTrailingSlash should a trailing slash be added if there isn't one.
   * @return a new instance.
   * @throws SwiftConfigurationException if the URI host doesn't parse into
   *                                     container.service
   */",0,"/**
   * Create a path tuple of (container, path), where the container is
   * chosen from the host of the URI.
   * A trailing slash can be added to the path. This is the point where
   * these /-es need to be appended, because when you construct a {@link Path}
   * instance, {@link Path#normalizePath(String, String)} is called
   * -which strips off any trailing slash.
   *
   * @param uri              uri to start from
   * @param path             path underneath
   * @param addTrailingSlash should a trailing slash be added if there isn't one.
   * @return a new instance.
   * @throws SwiftConfigurationException if the URI host doesn't parse into
   *                                     container.service
   */ | SwiftObjectPath.java","[1, 0, 0, 0, 0, 0, 0]"
8378,SwiftObjectPath.java,    //add a trailing slash if needed,0,    //add a trailing slash if needed | SwiftObjectPath.java,"[1, 0, 0, 0, 0, 0, 0]"
8380,SwiftObjectPath.java,      //its a container.service URI. Strip the container,0,      //its a container.service URI. Strip the container | SwiftObjectPath.java,"[1, 0, 0, 0, 0, 0, 0]"
8381,SwiftObjectPath.java," /**
   * Create a path tuple of (container, path), where the container is
   * chosen from the host of the URI.
   *
   * @param uri  uri to start from
   * @param path path underneath
   * @return a new instance.
   * @throws SwiftConfigurationException if the URI host doesn't parse into
   *                                     container.service
   */",0," /**
   * Create a path tuple of (container, path), where the container is
   * chosen from the host of the URI.
   *
   * @param uri  uri to start from
   * @param path path underneath
   * @return a new instance.
   * @throws SwiftConfigurationException if the URI host doesn't parse into
   *                                     container.service
   */ | SwiftObjectPath.java","[1, 0, 0, 0, 0, 0, 0]"
8382,SwiftObjectPath.java,"/**
   * Query to see if the possibleChild object is a child path of this.
   * object.
   *
   * The test is done by probing for the path of the this object being
   * at the start of the second -with a trailing slash, and both
   * containers being equal
   *
   * @param possibleChild possible child dir
   * @return true iff the possibleChild is under this object
   */",0,"/**
   * Query to see if the possibleChild object is a child path of this.
   * object.
   *
   * The test is done by probing for the path of the this object being
   * at the start of the second -with a trailing slash, and both
   * containers being equal
   *
   * @param possibleChild possible child dir
   * @return true iff the possibleChild is under this object
   */ | SwiftObjectPath.java","[1, 0, 0, 0, 0, 0, 0]"
8383,SwiftObjectPath.java," /**
   * Test for the object matching a path, ignoring the container
   * value.
   *
   * @param path path string
   * @return true iff the object's name matches the path
   */",0," /**
   * Test for the object matching a path, ignoring the container
   * value.
   *
   * @param path path string
   * @return true iff the object's name matches the path
   */ | SwiftObjectPath.java","[1, 0, 0, 0, 0, 0, 0]"
8384,SwiftObjectPath.java,"/**
   * Build an instance from a (host, object) pair
   *
   * @param container container name
   * @param object    object ref underneath the container
   */",0,"/**
   * Build an instance from a (host, object) pair
   *
   * @param container container name
   * @param object    object ref underneath the container
   */ | SwiftObjectPath.java","[1, 0, 0, 0, 0, 0, 0]"
8385,SwiftObjectPath.java,"/**
   * swift object
   */",0,"/**
   * swift object
   */ | SwiftObjectPath.java","[1, 0, 0, 0, 0, 0, 0]"
8386,SwiftObjectPath.java," /**
   * Swift container
   */",0," /**
   * Swift container
   */ | SwiftObjectPath.java","[1, 0, 0, 0, 0, 0, 0]"
8388,GCCParserExtensionConfiguration.java,"Contributors:
 *     IBM Rational Software - Initial API and implementation
 *     Ed Swartz (Nokia)
 *     Markus Schorn (Wind River Systems)",0,"Contributors:
 *     IBM Rational Software - Initial API and implementation
 *     Ed Swartz (Nokia)
 *     Markus Schorn (Wind River Systems) | GCCParserExtensionConfiguration.java","[0, 1, 0, 0, 0, 0, 0]"
8389,GCCParserExtensionConfiguration.java,	 * @since 5.1,0,	 * @since 5.1 | GCCParserExtensionConfiguration.java,"[0, 0, 0, 1, 0, 0, 0]"
8391,LongArray.java,@code index,0,@code index | LongArray.java,"[0, 0, 0, 0, 1, 0, 0]"
8392,LongArray.java,@code index,0,@code index | LongArray.java,"[0, 0, 0, 0, 1, 0, 0]"
8393,LongArray.java,"/**
 * An array of long values. Compared with native JVM arrays, this:
 * <ul>
 *   <li>supports using both in-heap and off-heap memory</li>
 *   <li>has no bound checking, and thus can crash the JVM process when assert is turned off</li>
 * </ul>
 */",0,"/**
 * An array of long values. Compared with native JVM arrays, this:
 * <ul>
 *   <li>supports using both in-heap and off-heap memory</li>
 *   <li>has no bound checking, and thus can crash the JVM process when assert is turned off</li>
 * </ul>
 */ | LongArray.java","[1, 0, 0, 0, 0, 0, 0]"
8396,LongArray.java,   * Fill this all with 0L.,0,   * Fill this all with 0L. | LongArray.java,"[1, 0, 0, 0, 0, 0, 0]"
8398,LongArray.java,   * Returns the value at position {@code index}.,0,   * Returns the value at position {@code index}. | LongArray.java,"[1, 0, 0, 0, 0, 0, 0]"
8402,TestFetchImage.java,"/**
   * Run `hdfs dfsadmin -fetchImage ...' and verify that the downloaded image is
   * correct.
   */",0,"/**
   * Run `hdfs dfsadmin -fetchImage ...' and verify that the downloaded image is
   * correct.
   */ | TestFetchImage.java","[1, 0, 0, 0, 0, 0, 0]"
8405,BooleanExpressionApplicabilityCalculator.java,"Contributors:
 * Intel Corporation - Initial API and implementation
 * Miwako Tokugawa (Intel Corporation) - bug 222817 (OptionCategoryApplicability)",0,"Contributors:
 * Intel Corporation - Initial API and implementation
 * Miwako Tokugawa (Intel Corporation) - bug 222817 (OptionCategoryApplicability) | BooleanExpressionApplicabilityCalculator.java","[0, 1, 0, 0, 0, 0, 0]"
8406,CPPExpressionParsersym.java,"Contributors:
*     IBM Corporation - initial API and implementation",0,"Contributors:
*     IBM Corporation - initial API and implementation | CPPExpressionParsersym.java","[0, 1, 0, 0, 0, 0, 0]"
8409,TaskAttemptContextImpl.java,"/**
   * Report progress.
   */",0,"/**
   * Report progress.
   */ | TaskAttemptContextImpl.java","[1, 0, 0, 0, 0, 0, 0]"
8412,TaskAttemptContextImpl.java,"/**
   * Get the last set status message.
   * @return the current status message
   */",0,"/**
   * Get the last set status message.
   * @return the current status message
   */ | TaskAttemptContextImpl.java","[1, 0, 0, 0, 0, 0, 0]"
8413,TaskAttemptContextImpl.java,   * @return the current status message,0,   * @return the current status message | TaskAttemptContextImpl.java,"[0, 0, 0, 1, 0, 0, 0]"
8414,ICPPASTClassVirtSpecifier.java," Contributors:
 *     Nathan Ridge - Initial API and implementation",0," Contributors:
 *     Nathan Ridge - Initial API and implementation | ICPPASTClassVirtSpecifier.java","[0, 1, 0, 0, 0, 0, 0]"
8415,ICPPASTClassVirtSpecifier.java, * @noimplement This interface is not intended to be implemented by clients.,0, * @noimplement This interface is not intended to be implemented by clients. | ICPPASTClassVirtSpecifier.java,"[0, 0, 0, 1, 0, 0, 0]"
8416,ICPPASTClassVirtSpecifier.java, * @noextend This interface is not intended to be extended by clients.,0, * @noextend This interface is not intended to be extended by clients. | ICPPASTClassVirtSpecifier.java,"[0, 0, 0, 1, 0, 0, 0]"
8418,ICPPASTClassVirtSpecifier.java,"/**
 * A class-virt-specifier after a class name.
 * There is currently one specifier, 'final'.
 * 
 * @noimplement This interface is not intended to be implemented by clients.
 * @noextend This interface is not intended to be extended by clients.
 * @since 5.7
 */",0,"/**
 * A class-virt-specifier after a class name.
 * There is currently one specifier, 'final'.
 * 
 * @noimplement This interface is not intended to be implemented by clients.
 * @noextend This interface is not intended to be extended by clients.
 * @since 5.7
 */ | ICPPASTClassVirtSpecifier.java","[1, 0, 0, 0, 0, 0, 0]"
8420,ICPPASTClassVirtSpecifier.java,"/**
	 * Return the kind of this class-virt-specifier.
	 * Currently the only kind is 'final'.
	 */",0,"/**
	 * Return the kind of this class-virt-specifier.
	 * Currently the only kind is 'final'.
	 */ | ICPPASTClassVirtSpecifier.java","[1, 0, 0, 0, 0, 0, 0]"
8429,IScannerInfoCollectorCleaner.java,"
/**
 * Utility functions some collectors may need
 * 
 * @author vhirsl
 */",0,"
/**
 * Utility functions some collectors may need
 * 
 * @author vhirsl
 */ | IScannerInfoCollectorCleaner.java","[1, 0, 0, 0, 0, 0, 0]"
8431,IScannerInfoCollectorCleaner.java,     * Delete all discovered symbols for the resource,0,     * Delete all discovered symbols for the resource | IScannerInfoCollectorCleaner.java,"[1, 0, 0, 0, 0, 0, 0]"
8432,IScannerInfoCollectorCleaner.java,     * Delete a specific include path,0,     * Delete a specific include path | IScannerInfoCollectorCleaner.java,"[1, 0, 0, 0, 0, 0, 0]"
8433,IScannerInfoCollectorCleaner.java,     * Delete a specific symbol definition,0,     * Delete a specific symbol definition | IScannerInfoCollectorCleaner.java,"[1, 0, 0, 0, 0, 0, 0]"
8435,CASTNullStatement.java, @author jcamelon,0, @author jcamelon | CASTNullStatement.java,"[0, 1, 0, 0, 0, 0, 0]"
8436,CASTNullStatement.java,"Contributors:
 *     IBM Rational Software - Initial API and implementation
 *     Yuan Zhang / Beth Tibbitts (IBM Research)
 *     Sergey Prigogin (Google)",0,"Contributors:
 *     IBM Rational Software - Initial API and implementation
 *     Yuan Zhang / Beth Tibbitts (IBM Research)
 *     Sergey Prigogin (Google) | CASTNullStatement.java","[0, 1, 0, 0, 0, 0, 0]"
8437,PDOMRebuildTask.java,"Contributors:
 *     Markus Schorn - initial API and implementation
 *     Sergey Prigogin (Google)",0,"Contributors:
 *     Markus Schorn - initial API and implementation
 *     Sergey Prigogin (Google) | PDOMRebuildTask.java","[0, 1, 0, 0, 0, 0, 0]"
8438,PDOMRebuildTask.java,"/**
 * A task for rebuilding an index, works for all indexers.
 */",0,"/**
 * A task for rebuilding an index, works for all indexers.
 */ | PDOMRebuildTask.java","[1, 0, 0, 0, 0, 0, 0]"
8439,PDOMRebuildTask.java,					// Remove task-tags.,0,					// Remove task-tags. | PDOMRebuildTask.java,"[1, 0, 0, 0, 0, 0, 0]"
8440,PDOMRebuildTask.java,		// First clear the pdom,0,		// First clear the pdom | PDOMRebuildTask.java,"[1, 0, 0, 0, 0, 0, 0]"
8441,ICustomBuildOptionEditor.java,@link org.eclipse.jface.preference.FieldEditor,0,@link org.eclipse.jface.preference.FieldEditor | ICustomBuildOptionEditor.java,"[0, 0, 0, 0, 1, 0, 0]"
8445,ICustomBuildOptionEditor.java,@link IOption#getFieldEditorExtraArgument() extra argument,0,@link IOption#getFieldEditorExtraArgument() extra argument | ICustomBuildOptionEditor.java,"[0, 0, 0, 0, 1, 0, 0]"
8447,ICustomBuildOptionEditor.java,@since 8.0,0,@since 8.0 | ICustomBuildOptionEditor.java,"[0, 0, 0, 1, 0, 0, 0]"
8449,ICustomBuildOptionEditor.java,"@param extraArgument an optional {@link IOption#getFieldEditorExtraArgument() extra argument} 
     * 			for the field-editor. May be {@code null}.",0,"@param extraArgument an optional {@link IOption#getFieldEditorExtraArgument() extra argument} 
     * 			for the field-editor. May be {@code null}. | ICustomBuildOptionEditor.java","[0, 0, 0, 1, 0, 0, 0]"
8450,ICustomBuildOptionEditor.java,     * @param preferenceName the name of the preference this field editor binds to.,0,     * @param preferenceName the name of the preference this field editor binds to. | ICustomBuildOptionEditor.java,"[0, 0, 0, 1, 0, 0, 0]"
8455,ICustomBuildOptionEditor.java,"
	/**
	 * Returns the list of controls for which tool-tips should be displayed by the Build Settings dialog-page.
	 * 
	 * @return the list of controls for which tool-tips should automatically be displayed by the Build Settings dialog-page.
	 * 			May return {@code null} to signify that tool-tips are handled by the custom field-editor itself.
	 */",0,"
	/**
	 * Returns the list of controls for which tool-tips should be displayed by the Build Settings dialog-page.
	 * 
	 * @return the list of controls for which tool-tips should automatically be displayed by the Build Settings dialog-page.
	 * 			May return {@code null} to signify that tool-tips are handled by the custom field-editor itself.
	 */ | ICustomBuildOptionEditor.java","[1, 0, 0, 0, 0, 0, 0]"
8457,ICustomBuildOptionEditor.java,"/**
	 * Initializes the custom field-editor.
	 * 
     * @param option the underlying build-option.
     * @param extraArgument an optional {@link IOption#getFieldEditorExtraArgument() extra argument} 
     * 			for the field-editor. May be {@code null}.
     * @param preferenceName the name of the preference this field editor binds to.
     * @param parent the parent of the field editor's control.
     * @return {@code true} iff the custom field-editor can be successfully displayed. Returning {@code false}
     * 			would cause the built-in field-editor to be displayed based on the option's {@link IOption#getValueType() valueType}.
	 */",0,"/**
	 * Initializes the custom field-editor.
	 * 
     * @param option the underlying build-option.
     * @param extraArgument an optional {@link IOption#getFieldEditorExtraArgument() extra argument} 
     * 			for the field-editor. May be {@code null}.
     * @param preferenceName the name of the preference this field editor binds to.
     * @param parent the parent of the field editor's control.
     * @return {@code true} iff the custom field-editor can be successfully displayed. Returning {@code false}
     * 			would cause the built-in field-editor to be displayed based on the option's {@link IOption#getValueType() valueType}.
	 */ | ICustomBuildOptionEditor.java","[1, 0, 0, 0, 0, 0, 0]"
8458,ICustomBuildOptionEditor.java," Contributors:
 * Texas Instruments - Initial API and implementation",0," Contributors:
 * Texas Instruments - Initial API and implementation | ICustomBuildOptionEditor.java","[0, 1, 0, 0, 0, 0, 0]"
8460,package-info.java,"/**
 * guice-persist's Java Persistence API (JPA) support.
 */",0,"/**
 * guice-persist's Java Persistence API (JPA) support.
 */ | package-info.java","[1, 0, 0, 0, 0, 0, 0]"
8462,IJSCallExpression.java,"/**
 * A JavaScript call expression from the <a href=""https://github.com/estree/estree/blob/master/spec.md#callexpression"">ESTree
 * Specification</a>
 */",0,"/**
 * A JavaScript call expression from the <a href=""https://github.com/estree/estree/blob/master/spec.md#callexpression"">ESTree
 * Specification</a>
 */ | IJSCallExpression.java","[1, 0, 0, 0, 0, 0, 0]"
8463,TaskLogAppender.java," @param isCleanup
   *          true if the task is cleanup attempt, false otherwise.",0," @param isCleanup
   *          true if the task is cleanup attempt, false otherwise. | TaskLogAppender.java","[0, 0, 0, 1, 0, 0, 0]"
8466,TaskLogAppender.java,  //so that log4j can configure it from the configuration(log4j.properties).,0,  //so that log4j can configure it from the configuration(log4j.properties). | TaskLogAppender.java,"[1, 0, 0, 0, 0, 0, 0]"
8467,TaskLogAppender.java,  // System properties passed in from JVM runner,0,  // System properties passed in from JVM runner | TaskLogAppender.java,"[1, 0, 0, 0, 0, 0, 0]"
8468,TaskLogAppender.java,"static final String ISCLEANUP_PROPERTY = ""hadoop.tasklog.iscleanup"";
  static final String LOGSIZE_PROPERTY = ""hadoop.tasklog.totalLogFileSize"";
  static final String TASKID_PROPERTY = ""hadoop.tasklog.taskid"";",0,"static final String ISCLEANUP_PROPERTY = ""hadoop.tasklog.iscleanup"";
  static final String LOGSIZE_PROPERTY = ""hadoop.tasklog.totalLogFileSize"";
  static final String TASKID_PROPERTY = ""hadoop.tasklog.taskid""; | TaskLogAppender.java","[1, 0, 0, 0, 0, 0, 0]"
8469,TaskLogAppender.java,"/**
 * A simple log4j-appender for the task child's 
 * map-reduce system logs.
 * 
 */",0,"/**
 * A simple log4j-appender for the task child's 
 * map-reduce system logs.
 * 
 */ | TaskLogAppender.java","[1, 0, 0, 0, 0, 0, 0]"
8470,TaskLogAppender.java," /**
   * The Task Runner passes in the options as system properties. Set
   * the options if the setters haven't already been called.
   */",0," /**
   * The Task Runner passes in the options as system properties. Set
   * the options if the setters haven't already been called.
   */ | TaskLogAppender.java","[1, 0, 0, 0, 0, 0, 0]"
8471,TaskLogAppender.java,"/**
   * Getter/Setter methods for log4j.
   */",0,"/**
   * Getter/Setter methods for log4j.
   */ | TaskLogAppender.java","[1, 0, 0, 0, 0, 0, 0]"
8473,TaskLogAppender.java," /**
   * Get whether task is cleanup attempt or not.
   * 
   * @return true if the task is cleanup attempt, false otherwise.
   */",0," /**
   * Get whether task is cleanup attempt or not.
   * 
   * @return true if the task is cleanup attempt, false otherwise.
   */ | TaskLogAppender.java","[1, 0, 0, 0, 0, 0, 0]"
8474,BlockPoolSliceStorage.java,"/**
   * Create a rolling upgrade marker file for each BP storage root, if it
   * does not exist already.
   */",0,"/**
   * Create a rolling upgrade marker file for each BP storage root, if it
   * does not exist already.
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8475,BlockPoolSliceStorage.java,"/**
   * Check whether the rolling upgrade marker file exists for each BP storage
   * root. If it does exist, then the marker file is cleared and more
   * importantly the layout upgrade is finalized.
   */",0,"/**
   * Check whether the rolling upgrade marker file exists for each BP storage
   * root. If it does exist, then the marker file is cleared and more
   * importantly the layout upgrade is finalized.
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8476,BlockPoolSliceStorage.java,  /** trash is enabled if at least one storage directory contains trash root */,0,  /** trash is enabled if at least one storage directory contains trash root */ | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8477,BlockPoolSliceStorage.java,   * Delete all files and directories in the trash directories.,0,   * Delete all files and directories in the trash directories. | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8478,BlockPoolSliceStorage.java,   * @return the target directory to restore a previously deleted block file.,0,   * @return the target directory to restore a previously deleted block file. | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8480,BlockPoolSliceStorage.java,   * @return root directory for block pool storage,0,   * @return root directory for block pool storage | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8482,BlockPoolSliceStorage.java,   * @param bpID block pool ID,0,   * @param bpID block pool ID | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8483,BlockPoolSliceStorage.java,   * @param fromDir directory where the snapshot is stored,0,   * @param fromDir directory where the snapshot is stored | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8484,BlockPoolSliceStorage.java,   * @param toDir the current data directory,0,   * @param toDir the current data directory | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8485,BlockPoolSliceStorage.java,   * @param bpSd Block pool storage directory at <SD>/current/<bpid>,0,   * @param bpSd Block pool storage directory at <SD>/current/<bpid> | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8486,BlockPoolSliceStorage.java,   * @param detachDir detach directory,0,   * @param detachDir detach directory | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8487,BlockPoolSliceStorage.java,   * @param bpSd storage directory <SD>/current/<bpid>,0,   * @param bpSd storage directory <SD>/current/<bpid> | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8489,BlockPoolSliceStorage.java,   * @param sd storage directory <SD>/current/<bpid>,0,   * @param sd storage directory <SD>/current/<bpid> | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8490,BlockPoolSliceStorage.java,   * @param nsInfo namespace info,0,   * @param nsInfo namespace info | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8491,BlockPoolSliceStorage.java,   * @param startOpt startup option,0,   * @param startOpt startup option | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8492,BlockPoolSliceStorage.java,   * @return true if the new properties has been written.,0,   * @return true if the new properties has been written. | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8493,BlockPoolSliceStorage.java,"@param absPathToRemove the absolute path of the root for the block pool
   *                        level storage to remove.",0,"@param absPathToRemove the absolute path of the root for the block pool
   *                        level storage to remove. | BlockPoolSliceStorage.java","[0, 0, 0, 1, 0, 0, 0]"
8494,BlockPoolSliceStorage.java,   * @param bpSdir the block pool storage,0,   * @param bpSdir the block pool storage | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8495,BlockPoolSliceStorage.java,   * @param nsInfo the name space info,0,   * @param nsInfo the name space info | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8496,BlockPoolSliceStorage.java,   * @param dnCurDir DataStorage current directory,0,   * @param dnCurDir DataStorage current directory | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8497,BlockPoolSliceStorage.java,   * @param nsInfo the name space info,0,   * @param nsInfo the name space info | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8499,BlockPoolSliceStorage.java,   * @param dataDirs storage directories of block pool,0,   * @param dataDirs storage directories of block pool | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8500,BlockPoolSliceStorage.java,   * @param startOpt startup option,0,   * @param startOpt startup option | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8501,BlockPoolSliceStorage.java,   * @param nsInfo namespace information,0,   * @param nsInfo namespace information | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8503,BlockPoolSliceStorage.java,   * @param startOpt startup option,0,   * @param startOpt startup option | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8504,BlockPoolSliceStorage.java,   * @return an array of loaded block pool directories.,0,   * @return an array of loaded block pool directories. | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8507,BlockPoolSliceStorage.java,   * @param startOpt startup option,0,   * @param startOpt startup option | BlockPoolSliceStorage.java,"[0, 0, 0, 1, 0, 0, 0]"
8512,BlockPoolSliceStorage.java,"/**
   * Get a target subdirectory under current/ for a given block file that is being
   * restored from trash.
   *
   * The subdirectory structure under trash/ mirrors that under current/ to keep
   * implicit memory of where the files are to be restored.
   *
   * @return the target directory to restore a previously deleted block file.
   */",0,"/**
   * Get a target subdirectory under current/ for a given block file that is being
   * restored from trash.
   *
   * The subdirectory structure under trash/ mirrors that under current/ to keep
   * implicit memory of where the files are to be restored.
   *
   * @return the target directory to restore a previously deleted block file.
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8515,BlockPoolSliceStorage.java," /**
   * Get a block pool storage root based on data node storage root
   * @param bpID block pool ID
   * @param dnCurDir data node storage root directory
   * @return root directory for block pool storage
   */",0," /**
   * Get a block pool storage root based on data node storage root
   * @param bpID block pool ID
   * @param dnCurDir data node storage root directory
   * @return root directory for block pool storage
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8518,BlockPoolSliceStorage.java," // do the link
    // hardlink finalized blocks in tmpDir",0," // do the link
    // hardlink finalized blocks in tmpDir | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8520,BlockPoolSliceStorage.java,    // delete finalized.tmp dir in a separate thread,0,    // delete finalized.tmp dir in a separate thread | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8521,BlockPoolSliceStorage.java,    // rename previous to finalized.tmp,0,    // rename previous to finalized.tmp | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8522,BlockPoolSliceStorage.java,// already finalized,0,// already finalized | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8525,BlockPoolSliceStorage.java,    // 3. delete removed.tmp dir,0,    // 3. delete removed.tmp dir | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8526,BlockPoolSliceStorage.java,    // 2. rename previous to current,0,    // 2. rename previous to current | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8528,BlockPoolSliceStorage.java," // We allow rollback to a state, which is either consistent with
    // the namespace state or can be further upgraded to it.
    // In another word, we can only roll back when ( storedLV >= software LV)
    // && ( DN.previousCTime <= NN.ctime)",0," // We allow rollback to a state, which is either consistent with
    // the namespace state or can be further upgraded to it.
    // In another word, we can only roll back when ( storedLV >= software LV)
    // && ( DN.previousCTime <= NN.ctime) | BlockPoolSliceStorage.java","[0, 0, 1, 0, 0, 0, 0]"
8531,BlockPoolSliceStorage.java,    // If <SD>/previous directory exists delete it,0,    // If <SD>/previous directory exists delete it | BlockPoolSliceStorage.java,"[0, 0, 0, 0, 0, 0, 1]"
8532,BlockPoolSliceStorage.java,"<ol>
   * <li>If <SD>/current/<bpid>/previous exists then delete it</li>
   * <li>Rename <SD>/current/<bpid>/current to
   * <SD>/current/bpid/current/previous.tmp</li>
   * <li>Create new <SD>current/<bpid>/current directory</li>
   * <ol>
   * <li>Hard links for block files are created from previous.tmp to current</li>
   * <li>Save new version file in current directory</li>
   * </ol>
   * <li>Rename previous.tmp to previous</li> </ol>",0,"<ol>
   * <li>If <SD>/current/<bpid>/previous exists then delete it</li>
   * <li>Rename <SD>/current/<bpid>/current to
   * <SD>/current/bpid/current/previous.tmp</li>
   * <li>Create new <SD>current/<bpid>/current directory</li>
   * <ol>
   * <li>Hard links for block files are created from previous.tmp to current</li>
   * <li>Save new version file in current directory</li>
   * </ol>
   * <li>Rename previous.tmp to previous</li> </ol> | BlockPoolSliceStorage.java","[0, 0, 0, 0, 0, 0, 1]"
8533,BlockPoolSliceStorage.java,"Rollback if previousLV >= LAYOUT_VERSION && prevCTime <= namenode.cTime.
   * Upgrade if this.LV > LAYOUT_VERSION || this.cTime < namenode.cTime Regular
   * startup if this.LV = LAYOUT_VERSION && this.cTime = namenode.cTime",0,"Rollback if previousLV >= LAYOUT_VERSION && prevCTime <= namenode.cTime.
   * Upgrade if this.LV > LAYOUT_VERSION || this.cTime < namenode.cTime Regular
   * startup if this.LV = LAYOUT_VERSION && this.cTime = namenode.cTime | BlockPoolSliceStorage.java","[0, 0, 0, 0, 0, 0, 1]"
8534,BlockPoolSliceStorage.java,"/**
 * Manages storage for the set of BlockPoolSlices which share a particular 
 * block pool id, on this DataNode.
 * 
 * This class supports the following functionality:
 * <ol>
 * <li> Formatting a new block pool storage</li>
 * <li> Recovering a storage state to a consistent state (if possible></li>
 * <li> Taking a snapshot of the block pool during upgrade</li>
 * <li> Rolling back a block pool to a previous snapshot</li>
 * <li> Finalizing block storage by deletion of a snapshot</li>
 * </ul>
 * 
 * @see Storage
 */",0,"/**
 * Manages storage for the set of BlockPoolSlices which share a particular 
 * block pool id, on this DataNode.
 * 
 * This class supports the following functionality:
 * <ol>
 * <li> Formatting a new block pool storage</li>
 * <li> Recovering a storage state to a consistent state (if possible></li>
 * <li> Taking a snapshot of the block pool during upgrade</li>
 * <li> Rolling back a block pool to a previous snapshot</li>
 * <li> Finalizing block storage by deletion of a snapshot</li>
 * </ul>
 * 
 * @see Storage
 */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8535,BlockPoolSliceStorage.java,// id of the blockpool,0,// id of the blockpool | BlockPoolSliceStorage.java,"[1, 0, 0, 0, 0, 0, 0]"
8536,BlockPoolSliceStorage.java,"/**
   * These maps are used as an optimization to avoid one filesystem operation
   * per storage on each heartbeat response.
   */",0,"/**
   * These maps are used as an optimization to avoid one filesystem operation
   * per storage on each heartbeat response.
   */ | BlockPoolSliceStorage.java","[1, 0, 0, 0, 0, 0, 0]"
8537,BlockPoolSliceStorage.java," /**
   * Load one storage directory. Recover from previous transitions if required.
   *
   * @param nsInfo namespace information
   * @param dataDir the root path of the storage directory
   * @param startOpt startup option
   * @return the StorageDirectory successfully loaded.
   * @throws IOException
   */",0," /**
   * Load one storage directory. Recover from previous transitions if required.
   *
   * @param nsInfo namespace information
