index,class,comment_sentence,partition,combo,labels
1199,PMMatrix,i can be build from rows as follows,0,i can be build from rows as follows | PMMatrix,"[0, 1, 0, 0, 0, 0]"
1200,PMMatrix,pmmatrix rows # 1 2 3 4 5 6 .,0,pmmatrix rows # 1 2 3 4 5 6 . | PMMatrix,"[0, 1, 0, 0, 0, 0]"
1201,PMMatrix,i understand the usual matrix operations.,0,i understand the usual matrix operations. | PMMatrix,"[0, 0, 0, 0, 1, 0]"
1204,PMODESolver,solve system x0 astate t0 starttime t1 endtime,0,solve system x0 astate t0 starttime t1 endtime | PMODESolver,"[0, 0, 0, 0, 1, 0]"
1205,PMODESolver,announcements are made when a step is taken.,0,announcements are made when a step is taken. | PMODESolver,"[1, 0, 0, 0, 0, 0]"
1207,PMSciKitLearnSVDFlipAlgorithmTest,this is the test class that exercises scikit learn eigenvector flip algorithm,0,this is the test class that exercises scikit learn eigenvector flip algorithm | PMSciKitLearnSVDFlipAlgorithmTest,"[0, 0, 1, 1, 0, 0]"
1209,PMStateTime,it holds both a state and a time.,0,it holds both a state and a time. | PMStateTime,"[0, 0, 1, 0, 0, 0]"
1210,PMStateTime,"we don t want to use point, since state may be a vector quantity, and the behavior of array @ number is a little off it stores points in an array, what we want is the array itself in state, and the scalar quantity in time .",0,"we don t want to use point, since state may be a vector quantity, and the behavior of array @ number is a little off it stores points in an array, what we want is the array itself in state, and the scalar quantity in time . | PMStateTime","[1, 0, 0, 0, 0, 0]"
1211,PMStepper,basic steppers execute one timestep of a specific order with a given stepsize.,0,basic steppers execute one timestep of a specific order with a given stepsize. | PMStepper,"[0, 0, 1, 1, 0, 0]"
1213,PMStepper,steppers perform one single step.,0,steppers perform one single step. | PMStepper,"[1, 0, 0, 0, 0, 0]"
1214,PMStepper,the most general stepper type is described by the stepper concept.,0,the most general stepper type is described by the stepper concept. | PMStepper,"[0, 0, 0, 0, 0, 1]"
1216,GLMRoassal2MorphicTest,a glmroassalmorphictest is xxxxxxxxx.,0,a glmroassalmorphictest is xxxxxxxxx. | GLMRoassal2MorphicTest,"[0, 0, 0, 1, 0, 0]"
1220,RTAbstractExample,i am the super class of all the roassal examples.,0,i am the super class of all the roassal examples. | RTAbstractExample,"[0, 0, 0, 1, 0, 0]"
1221,RTAbstractExample,try to use this script to know the excecution of roassal examples,0,try to use this script to know the excecution of roassal examples | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1222,RTAbstractExample,examples errors,0,examples errors | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1223,RTAbstractExample,examples orderedcollection new.,0,examples orderedcollection new. | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1226,RTAbstractExample,do example,0,do example | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1227,RTAbstractExample,example gtexamples do met time builder,0,example gtexamples do met time builder | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1228,RTAbstractExample,time dateandtime now.,0,time dateandtime now. | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1229,RTAbstractExample,builder example perform met selector.,0,builder example perform met selector. | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1231,RTAbstractExample,iftrue builder build .,0,iftrue builder build . | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1232,RTAbstractExample,time dateandtime now time.,0,time dateandtime now time. | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1233,RTAbstractExample,time 1 asduration,0,time 1 asduration | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1234,RTAbstractExample,iftrue examples add met time,0,iftrue examples add met time | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1235,RTAbstractExample,on error do errors add met,0,on error do errors add met | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1236,RTAbstractExample,displayingprogress running examples .,0,displayingprogress running examples . | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1237,RTAbstractExample,examples errors,0,examples errors | RTAbstractExample,"[0, 1, 0, 0, 0, 0]"
1238,RTAbstractStackedDataSet,a data set is a set of points intended to be charted.,0,a data set is a set of points intended to be charted. | RTAbstractStackedDataSet,"[0, 0, 0, 1, 0, 0]"
1239,RTAbstractStackedDataSet,a data set has to be added to a rtgrapher.,0,a data set has to be added to a rtgrapher. | RTAbstractStackedDataSet,"[0, 0, 0, 0, 0, 1]"
1240,RTAbstractTreeBuilder,i am a base class for some builders of roassal like,0,i am a base class for some builders of roassal like | RTAbstractTreeBuilder,"[0, 0, 0, 1, 0, 1]"
1245,RTAttachPoint,i am the superclass of the class hierarchy describing attach points.,0,i am the superclass of the class hierarchy describing attach points. | RTAttachPoint,"[0, 0, 0, 1, 0, 0]"
1246,RTAttachPoint,an attach point indicates where lines start and end.,0,an attach point indicates where lines start and end. | RTAttachPoint,"[0, 0, 1, 0, 0, 0]"
1249,RTAxisRenderer,it simply render in a view an axis configuration,0,it simply render in a view an axis configuration | RTAxisRenderer,"[0, 0, 1, 0, 0, 1]"
1250,RTBezier3Line,describe a cubic bezier spline,0,describe a cubic bezier spline | RTBezier3Line,"[0, 0, 1, 0, 0, 0]"
1252,RTBezier3Line,v rtview new.,0,v rtview new. | RTBezier3Line,"[0, 1, 0, 0, 0, 0]"
1253,RTBezier3Line,s rtellipse new color color red alpha 04 size 30.,0,s rtellipse new color color red alpha 04 size 30. | RTBezier3Line,"[0, 1, 0, 0, 0, 0]"
1254,RTBezier3Line,e1 s elementon begin .,0,e1 s elementon begin . | RTBezier3Line,"[0, 1, 0, 0, 0, 0]"
1255,RTBezier3Line,e2 s elementon end .,0,e2 s elementon end . | RTBezier3Line,"[0, 1, 0, 0, 0, 0]"
1257,RTBezier3Line,lineshape rtbezier3line new.,0,lineshape rtbezier3line new. | RTBezier3Line,"[0, 1, 0, 0, 0, 0]"
1258,RTBezier3Line,lineshape controlelement e3.,0,lineshape controlelement e3. | RTBezier3Line,"[0, 1, 0, 0, 0, 0]"
1259,RTBezier3Line,lineshape attachpoint rtshorterdistanceattachpoint instance .,0,lineshape attachpoint rtshorterdistanceattachpoint instance . | RTBezier3Line,"[0, 1, 0, 0, 0, 0]"
1260,RTBezier3Line,edge lineshape edgefrom e1 to e2.,0,edge lineshape edgefrom e1 to e2. | RTBezier3Line,"[0, 1, 0, 0, 0, 0]"
1261,RTBezier3Line,v add e1 add e2 add e3 add edge.,0,v add e1 add e2 add e3 add edge. | RTBezier3Line,"[0, 1, 0, 0, 0, 0]"
1265,RTBezier3Line,e2 translateby 80 @ 50.,0,e2 translateby 80 @ 50. | RTBezier3Line,"[0, 1, 0, 0, 0, 0]"
1267,RTBezier3Line,v,0,v | RTBezier3Line,"[0, 1, 0, 0, 0, 0]"
1271,RTBox,a rtbox is a rectangular box.,0,a rtbox is a rectangular box. | RTBox,"[0, 0, 0, 1, 0, 0]"
1272,RTBox,"eg,",0,"eg, | RTBox","[0, 1, 0, 0, 0, 0]"
1273,RTBox,v,0,v | RTBox,"[0, 1, 0, 0, 0, 0]"
1274,RTBox,v rtview new.,0,v rtview new. | RTBox,"[0, 1, 0, 0, 0, 0]"
1276,RTBox,v open,0,v open | RTBox,"[0, 1, 0, 0, 0, 0]"
1277,RTBucketColor,a scale of elements is discretized into buckets where elements of each bucket is associated to an element.,0,a scale of elements is discretized into buckets where elements of each bucket is associated to an element. | RTBucketColor,"[0, 0, 1, 0, 0, 0]"
1278,RTBucketColor,the buckets are formed by creating partitions uniformly.,0,the buckets are formed by creating partitions uniformly. | RTBucketColor,"[0, 0, 1, 0, 0, 0]"
1279,RTCalendarExample,rtcalendarexample new installtitle visualizationcsv,0,rtcalendarexample new installtitle visualizationcsv | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1280,RTCalendarExample,code,0,code | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1281,RTCalendarExample,b tab colors dictionary,0,b tab colors dictionary | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1282,RTCalendarExample,"tab rttabtable new input http bl^ocks.org mbostock raw 4063318 dji^csv asurl retrievecontents usingdelimiter ,.",0,"tab rttabtable new input http bl^ocks.org mbostock raw 4063318 dji^csv asurl retrievecontents usingdelimiter ,. | RTCalendarExample","[0, 1, 0, 0, 0, 0]"
1283,RTCalendarExample,tab removefirstrow.,0,tab removefirstrow. | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1284,RTCalendarExample,dictionary dictionary new.,0,dictionary dictionary new. | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1285,RTCalendarExample,tab values do ar value,0,tab values do ar value | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1286,RTCalendarExample,value ar fifth asnumber ar second asnumber ar second asnumber.,0,value ar fifth asnumber ar second asnumber ar second asnumber. | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1288,RTCalendarExample,colors # # 165 0 38 # 215 48 38 # 244 109 67,0,colors # # 165 0 38 # 215 48 38 # 244 109 67 | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1290,RTCalendarExample,# 166 217 106 # 102 189 99 # 26 152 80 # 0 104 55,0,# 166 217 106 # 102 189 99 # 26 152 80 # 0 104 55 | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1292,RTCalendarExample,b rtcalendarbuilder new.,0,b rtcalendarbuilder new. | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1294,RTCalendarExample,b monthshape shape b monthshapepath 150 .,0,b monthshape shape b monthshapepath 150 . | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1298,RTCalendarExample,.,0,. | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1302,RTCalendarExample,b yearlayout horizontalline.,0,b yearlayout horizontalline. | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1306,RTCalendarExample,index value 11 01 1.,0,index value 11 01 1. | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1308,RTCalendarExample,index 11 iftrue index 11 .,0,index 11 iftrue index 11 . | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1310,RTCalendarExample,.,0,. | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1314,RTCalendarExample,^ b view,0,^ b view | RTCalendarExample,"[0, 1, 0, 0, 0, 0]"
1316,RTCircleGeometry,"i am not a roassal shape, for that use rtellipse.",0,"i am not a roassal shape, for that use rtellipse. | RTCircleGeometry","[0, 0, 0, 1, 0, 0]"
1320,RTCPQualitative,"qualitative schemes do not imply magnitude differences between legend classes, and hues are used to create the primary visual differences between classes.",0,"qualitative schemes do not imply magnitude differences between legend classes, and hues are used to create the primary visual differences between classes. | RTCPQualitative","[0, 0, 1, 0, 0, 0]"
1323,RTCPQualitative,colorpalette qualitative show,0,colorpalette qualitative show | RTCPQualitative,"[0, 1, 0, 0, 0, 0]"
1326,RTDualAttachPoint,i am a new class to combine attach points,0,i am a new class to combine attach points | RTDualAttachPoint,"[0, 0, 1, 1, 0, 0]"
1327,RTEditableLabel,"i am a class to create editable label shapes, but do not forget that roassal is for visualizations not to build morphs",0,"i am a class to create editable label shapes, but do not forget that roassal is for visualizations not to build morphs | RTEditableLabel","[0, 0, 1, 1, 0, 0]"
1328,RTEllipseTest,a rtellipsetest is a test class for testing the behavior of rtellipse,0,a rtellipsetest is a test class for testing the behavior of rtellipse | RTEllipseTest,"[0, 0, 1, 1, 0, 0]"
1330,RTExperimentalExample,code,0,code | RTExperimentalExample,"[0, 1, 0, 0, 0, 0]"
1336,RTExperimentalExample,b object v.,0,b object v. | RTExperimentalExample,"[0, 1, 0, 0, 0, 0]"
1338,RTExploraBuilderTest,a roexplorabuildertest is xxxxxxxxx.,0,a roexplorabuildertest is xxxxxxxxx. | RTExploraBuilderTest,"[0, 0, 0, 1, 0, 0]"
1349,RTFilterInView,with edges,0,with edges | RTFilterInView,"[0, 1, 0, 0, 0, 0]"
1359,RTFilterInView,example using the spawn block,0,example using the spawn block | RTFilterInView,"[0, 1, 0, 0, 0, 0]"
1367,RTFilterInView,filter spawnblock el rtview new addall el copy yourself .,0,filter spawnblock el rtview new addall el copy yourself . | RTFilterInView,"[0, 1, 0, 0, 0, 0]"
1371,RTGrapherSelectRangeViewContext,define a range for gt,0,define a range for gt | RTGrapherSelectRangeViewContext,"[0, 0, 1, 0, 0, 0]"
1373,RTGrapherSelectRangeViewContext,g view rtview new.,0,g view rtview new. | RTGrapherSelectRangeViewContext,"[0, 1, 0, 0, 0, 0]"
1374,RTGrapherSelectRangeViewContext,ds rtdata new.,0,ds rtdata new. | RTGrapherSelectRangeViewContext,"[0, 1, 0, 0, 0, 0]"
1375,RTGrapherSelectRangeViewContext,ds dotshape color color blue trans.,0,ds dotshape color color blue trans. | RTGrapherSelectRangeViewContext,"[0, 1, 0, 0, 0, 0]"
1376,RTGrapherSelectRangeViewContext,ds points rtshape withallsubclasses.,0,ds points rtshape withallsubclasses. | RTGrapherSelectRangeViewContext,"[0, 1, 0, 0, 0, 0]"
1377,RTGrapherSelectRangeViewContext,ds y cls cls numberofmethods 50 .,0,ds y cls cls numberofmethods 50 . | RTGrapherSelectRangeViewContext,"[0, 1, 0, 0, 0, 0]"
1378,RTGrapherSelectRangeViewContext,ds x cls cls numberoflinesofcode 150 .,0,ds x cls cls numberoflinesofcode 150 . | RTGrapherSelectRangeViewContext,"[0, 1, 0, 0, 0, 0]"
1379,RTGrapherSelectRangeViewContext,g add ds.,0,g add ds. | RTGrapherSelectRangeViewContext,"[0, 1, 0, 0, 0, 0]"
1380,RTGrapherSelectRangeViewContext,rtgrapherselectrangeviewcontext ongrapher g callback elements g view attributeat #presentation selection elements .,0,rtgrapherselectrangeviewcontext ongrapher g callback elements g view attributeat #presentation selection elements . | RTGrapherSelectRangeViewContext,"[0, 1, 0, 0, 0, 0]"
1381,RTGrapherSelectRangeViewContext,g,0,g | RTGrapherSelectRangeViewContext,"[0, 1, 0, 0, 0, 0]"
1382,RTHighlightableWithCursor,highlight to indicates that some interaction be can done.,0,highlight to indicates that some interaction be can done. | RTHighlightableWithCursor,"[0, 0, 1, 0, 0, 0]"
1384,RTHighlightableWithCursor,"eg,",0,"eg, | RTHighlightableWithCursor","[0, 1, 0, 0, 0, 0]"
1388,RTHighlightableWithCursor,methodselector #selector,0,methodselector #selector | RTHighlightableWithCursor,"[0, 1, 0, 0, 0, 0]"
1389,RTHighlightableWithCursor,methodsnames #rtmethods,0,methodsnames #rtmethods | RTHighlightableWithCursor,"[0, 1, 0, 0, 0, 0]"
1393,RTHighlightableWithCursor,b classnameshape color color black.,0,b classnameshape color color black. | RTHighlightableWithCursor,"[0, 1, 0, 0, 0, 0]"
1395,RTHighlightableWithCursor,b boxshape bordercolor color black.,0,b boxshape bordercolor color black. | RTHighlightableWithCursor,"[0, 1, 0, 0, 0, 0]"
1396,RTHighlightableWithCursor,b addobjects collection withallsubclasses .,0,b addobjects collection withallsubclasses . | RTHighlightableWithCursor,"[0, 1, 0, 0, 0, 0]"
1403,RTHighlightableWithCursor,b interaction showedge,0,b interaction showedge | RTHighlightableWithCursor,"[0, 1, 0, 0, 0, 0]"
1404,RTHighlightableWithCursor,connecttoall #subclasses.,0,connecttoall #subclasses. | RTHighlightableWithCursor,"[0, 1, 0, 0, 0, 0]"
1405,RTHighlightableWithCursor,b interaction showlabel,0,b interaction showlabel | RTHighlightableWithCursor,"[0, 1, 0, 0, 0, 0]"
1408,RTHighlightableWithCursor,nodes @ rthighlightablewithcursor.,0,nodes @ rthighlightablewithcursor. | RTHighlightableWithCursor,"[0, 1, 0, 0, 0, 0]"
1409,RTHighlightableWithCursor,b edges movebehind connectfrom #superclass.,0,b edges movebehind connectfrom #superclass. | RTHighlightableWithCursor,"[0, 1, 0, 0, 0, 0]"
1410,RTHighlightableWithCursor,b layout radial.,0,b layout radial. | RTHighlightableWithCursor,"[0, 1, 0, 0, 0, 0]"
1419,RTLabeled,"eg,",0,"eg, | RTLabeled","[0, 1, 0, 0, 0, 0]"
1421,RTLabeled,e rtellipse new size 30 elementon 42.,0,e rtellipse new size 30 elementon 42. | RTLabeled,"[0, 1, 0, 0, 0, 0]"
1422,RTLabeled,v add e.,0,v add e. | RTLabeled,"[0, 1, 0, 0, 0, 0]"
1423,RTLabeled,"e @ rtlabeled new text value my value is , value asstring .",0,"e @ rtlabeled new text value my value is , value asstring . | RTLabeled","[0, 1, 0, 0, 1, 0]"
1426,RTLabeled,color object,0,color object | RTLabeled,"[0, 0, 0, 0, 1, 0]"
1427,RTLabeled,highlightable object,0,highlightable object | RTLabeled,"[0, 0, 0, 0, 1, 0]"
1428,RTLabeled,offsetonedge object,0,offsetonedge object | RTLabeled,"[0, 0, 0, 0, 1, 0]"
1429,RTLabeled,position object,0,position object | RTLabeled,"[0, 0, 0, 0, 1, 0]"
1431,RTLabeled,canvas,0,canvas | RTLabeled,"[0, 0, 0, 0, 1, 0]"
1435,RTLabeled,highlightable,0,highlightable | RTLabeled,"[0, 0, 0, 0, 1, 0]"
1438,RTLabeled,offsetonedge,0,offsetonedge | RTLabeled,"[0, 0, 0, 0, 1, 0]"
1440,RTLabeled,position,0,position | RTLabeled,"[0, 0, 0, 0, 1, 0]"
1442,RTLabeled,text,0,text | RTLabeled,"[0, 0, 0, 0, 1, 0]"
1445,RTLineDecorationExample,code,0,code | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1446,RTLineDecorationExample,v b1 b2 edges,0,v b1 b2 edges | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1447,RTLineDecorationExample,b1 rtbox new,0,b1 rtbox new | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1449,RTLineDecorationExample,element,0,element | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1450,RTLineDecorationExample,translateto 0 @ 0,0,translateto 0 @ 0 | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1451,RTLineDecorationExample,@ rtdraggable.,0,@ rtdraggable. | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1452,RTLineDecorationExample,b2 rtbox new,0,b2 rtbox new | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1454,RTLineDecorationExample,element,0,element | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1455,RTLineDecorationExample,translateto 400 @ 0,0,translateto 400 @ 0 | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1456,RTLineDecorationExample,@ rtdraggable.,0,@ rtdraggable. | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1457,RTLineDecorationExample,edges orderedcollection new.,0,edges orderedcollection new. | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1458,RTLineDecorationExample,edges add rtarrowedline new head rtfilleddiamond ashead color color black width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .,0,edges add rtarrowedline new head rtfilleddiamond ashead color color black width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 . | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1460,RTLineDecorationExample,edges add rtdecoratedline new filleddiamondhead color color green width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .,0,edges add rtdecoratedline new filleddiamondhead color color green width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 . | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1464,RTLineDecorationExample,add b2,0,add b2 | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1466,RTLineDecorationExample,edges do each each update .,0,edges do each each update . | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1467,RTLineDecorationExample,v,0,v | RTLineDecorationExample,"[0, 1, 0, 0, 0, 0]"
1468,RTLinePathBuilder,an interpolator a way to create lines in svg,0,an interpolator a way to create lines in svg | RTLinePathBuilder,"[0, 0, 1, 0, 0, 0]"
1470,RTLinkView,"for instance if in your visualization rtview, you have elements that have visualizalitations you can use it to explore it in a web browser",0,"for instance if in your visualization rtview, you have elements that have visualizalitations you can use it to explore it in a web browser | RTLinkView","[0, 1, 0, 0, 0, 0]"
1477,RTPopupTest,popup object,0,popup object | RTPopupTest,"[0, 0, 0, 0, 1, 0]"
1478,RTPopupTest,view object,0,view object | RTPopupTest,"[0, 0, 0, 0, 1, 0]"
1479,RTPopupTest,popup,0,popup | RTPopupTest,"[0, 0, 0, 0, 1, 0]"
1483,RTRectangleAttachPoint,continuous attach point which presumes both shapes are not rotated rectangles,0,continuous attach point which presumes both shapes are not rotated rectangles | RTRectangleAttachPoint,"[0, 0, 1, 0, 0, 0]"
1484,RTRectangleAttachPoint,v rtview new.,0,v rtview new. | RTRectangleAttachPoint,"[0, 1, 0, 0, 0, 0]"
1485,RTRectangleAttachPoint,e1 rtbox new size 50 elementon 1.,0,e1 rtbox new size 50 elementon 1. | RTRectangleAttachPoint,"[0, 1, 0, 0, 0, 0]"
1486,RTRectangleAttachPoint,e2 rtellipse new size 50 elementon 2.,0,e2 rtellipse new size 50 elementon 2. | RTRectangleAttachPoint,"[0, 1, 0, 0, 0, 0]"
1488,RTRectangleAttachPoint,e2 translateby 30 @ 60.,0,e2 translateby 30 @ 60. | RTRectangleAttachPoint,"[0, 1, 0, 0, 0, 0]"
1489,RTRectangleAttachPoint,e1 @ rtdraggable.,0,e1 @ rtdraggable. | RTRectangleAttachPoint,"[0, 1, 0, 0, 0, 0]"
1490,RTRectangleAttachPoint,e2 @ rtdraggable.,0,e2 @ rtdraggable. | RTRectangleAttachPoint,"[0, 1, 0, 0, 0, 0]"
1493,RTRectangleAttachPoint,l s edgefrom e1 to e2.,0,l s edgefrom e1 to e2. | RTRectangleAttachPoint,"[0, 1, 0, 0, 0, 0]"
1494,RTRectangleAttachPoint,v add l.,0,v add l. | RTRectangleAttachPoint,"[0, 1, 0, 0, 0, 0]"
1495,RTRectangleAttachPoint,v,0,v | RTRectangleAttachPoint,"[0, 1, 0, 0, 0, 0]"
1498,RTResizeCanceled,dcrtresizable,0,dcrtresizable | RTResizeCanceled,"[0, 0, 0, 0, 0, 1]"
1499,RTRotatedLabel,a rtrotatedlabel describes rotated labels.,0,a rtrotatedlabel describes rotated labels. | RTRotatedLabel,"[0, 0, 1, 0, 0, 0]"
1500,RTRotatedLabel,v shape es,0,v shape es | RTRotatedLabel,"[0, 1, 0, 0, 0, 0]"
1501,RTRotatedLabel,v rtview new.,0,v rtview new. | RTRotatedLabel,"[0, 1, 0, 0, 0, 0]"
1502,RTRotatedLabel,"shape rtrotatedlabel new text c class , c name angleindegree c c numberofmethods 360 .",0,"shape rtrotatedlabel new text c class , c name angleindegree c c numberofmethods 360 . | RTRotatedLabel","[0, 1, 0, 0, 0, 0]"
1503,RTRotatedLabel,es shape elementson collection withallsubclasses.,0,es shape elementson collection withallsubclasses. | RTRotatedLabel,"[0, 1, 0, 0, 0, 0]"
1505,RTRotatedLabel,v addall es.,0,v addall es. | RTRotatedLabel,"[0, 1, 0, 0, 0, 0]"
1506,RTRotatedLabel,v open,0,v open | RTRotatedLabel,"[0, 1, 0, 0, 0, 0]"
1507,RTScale,a class to have nice scales checks subclasses,0,a class to have nice scales checks subclasses | RTScale,"[0, 0, 0, 1, 0, 0]"
1509,RTScrollBarBuilder,"more than a draggable view, it allows to keep a mark about your position in the view and it scale for large views.",0,"more than a draggable view, it allows to keep a mark about your position in the view and it scale for large views. | RTScrollBarBuilder","[0, 0, 1, 0, 0, 0]"
1512,RTScrollBarBuilder,"the default configuration is #isbasic and #isstatic,",0,"the default configuration is #isbasic and #isstatic, | RTScrollBarBuilder","[0, 0, 0, 0, 1, 0]"
1514,RTScrollBarBuilder,"the bar can have a specificity like #scalable, so it give an idea of the size of the view.",0,"the bar can have a specificity like #scalable, so it give an idea of the size of the view. | RTScrollBarBuilder","[0, 0, 0, 0, 1, 0]"
1525,RTSunburstBuilder,"i am a class to create visualizations about rings, center is the root of the tree and arcs are the sub trees.",0,"i am a class to create visualizations about rings, center is the root of the tree and arcs are the sub trees. | RTSunburstBuilder","[0, 0, 1, 1, 0, 0]"
1526,RTSunburstBuilder,"you can customize the angle of the arc, and play with the with radius and width of each arc.",0,"you can customize the angle of the arc, and play with the with radius and width of each arc. | RTSunburstBuilder","[0, 0, 1, 0, 0, 0]"
1528,RTSunburstBuilderExamples,code,0,code | RTSunburstBuilderExamples,"[0, 1, 0, 0, 0, 0]"
1532,RTSunburstBuilderExamples,b shape colorelement el el model subclasses isempty iftrue color purple iffalse color lightgray .,0,b shape colorelement el el model subclasses isempty iftrue color purple iffalse color lightgray . | RTSunburstBuilderExamples,"[0, 1, 0, 0, 0, 0]"
1534,RTSunburstBuilderExamples,b view @ rtdraggableview.,0,b view @ rtdraggableview. | RTSunburstBuilderExamples,"[0, 1, 0, 0, 0, 0]"
1536,RTSunburstBuilderExamples,^ b view,0,^ b view | RTSunburstBuilderExamples,"[0, 1, 0, 0, 0, 0]"
1537,RTSVGAbstractLine,a rtsvgabstractline refers to the common interface for both regular svg lines and bezier lines as paths .,0,a rtsvgabstractline refers to the common interface for both regular svg lines and bezier lines as paths . | RTSVGAbstractLine,"[0, 0, 0, 1, 0, 0]"
1541,RTSVGPopup,a rtsvgpopup is any kind of popup born from a certain element.,0,a rtsvgpopup is any kind of popup born from a certain element. | RTSVGPopup,"[0, 0, 0, 1, 0, 0]"
1542,RTSVGPopup,the click refers to the posibility of activating the popup only when the element is clicked.,0,the click refers to the posibility of activating the popup only when the element is clicked. | RTSVGPopup,"[0, 0, 1, 0, 0, 0]"
1548,RTTextWord,a rttextword represents one word of an original text.,0,a rttextword represents one word of an original text. | RTTextWord,"[0, 0, 0, 1, 1, 0]"
1549,RTTextWord,interval interval,0,interval interval | RTTextWord,"[0, 0, 0, 0, 1, 0]"
1551,RTTextWord,interval,0,interval | RTTextWord,"[0, 0, 0, 0, 1, 0]"
1552,RTTextWord,interval of the word in the original text,0,interval of the word in the original text | RTTextWord,"[0, 0, 0, 0, 1, 0]"
1556,RTVerticalMultipleData,rtverticalmultipledata represents a group of data points that are vertically located.,0,rtverticalmultipledata represents a group of data points that are vertically located. | RTVerticalMultipleData,"[0, 0, 0, 1, 0, 1]"
1557,RTVerticalMultipleData,each group has the same x value.,0,each group has the same x value. | RTVerticalMultipleData,"[1, 0, 0, 0, 0, 0]"
1558,RTVerticalMultipleData,negative data are not allowed.,0,negative data are not allowed. | RTVerticalMultipleData,"[1, 0, 0, 0, 0, 0]"
1561,RTVerticalMultipleData,b rtgrapher new.,0,b rtgrapher new. | RTVerticalMultipleData,"[0, 1, 0, 0, 0, 0]"
1565,RTVerticalMultipleData,d addmetric #third.,0,d addmetric #third. | RTVerticalMultipleData,"[0, 1, 0, 0, 0, 0]"
1567,RTVerticalMultipleData,d barchartwithbartitle #first rotation 30.,0,d barchartwithbartitle #first rotation 30. | RTVerticalMultipleData,"[0, 1, 0, 0, 0, 0]"
1572,RTVerticalMultipleData,b rtgrapher new.,0,b rtgrapher new. | RTVerticalMultipleData,"[0, 1, 0, 0, 0, 0]"
1574,RTVerticalMultipleData,d points classes.,0,d points classes. | RTVerticalMultipleData,"[0, 1, 0, 0, 0, 0]"
1575,RTVerticalMultipleData,d addmetric #numberoflinesofcode.,0,d addmetric #numberoflinesofcode. | RTVerticalMultipleData,"[0, 1, 0, 0, 0, 0]"
1576,RTVerticalMultipleData,d addmetric #numberofmethods.,0,d addmetric #numberofmethods. | RTVerticalMultipleData,"[0, 1, 0, 0, 0, 0]"
1577,RTVerticalMultipleData,d barchartwithbartitle #name rotation 30.,0,d barchartwithbartitle #name rotation 30. | RTVerticalMultipleData,"[0, 1, 0, 0, 0, 0]"
