index,class,comment_sentence,partition,combo,labels
1,AccessMixin,functionality,0,functionality | accessmixin,"[0, 0, 0, 0, 1]"
1919,Adam,https openreview^net forum?id ryqu7f rz,0,https openreview^net forum?id ryqu7f rz | Adam,"[0, 0, 1, 0, 0]"
1921,Adamax,it has been proposed in adam a method for stochastic optimization .,0,it has been proposed in adam a method for stochastic optimization . | Adamax,"[0, 0, 0, 0, 1]"
1922,Adamax,arguments,0,arguments | Adamax,"[0, 1, 0, 0, 0]"
1925,Adamax,"lr float, optional learning rate default 2e 3",0,"lr float, optional learning rate default 2e 3 | Adamax","[0, 1, 0, 0, 0]"
1927,Adamax,running averages of gradient and its square,0,running averages of gradient and its square | Adamax,"[0, 1, 0, 0, 0]"
1932,AdaptiveMaxPool3d,"the output is of size d x h x w, for any input size.",0,"the output is of size d x h x w, for any input size. | AdaptiveMaxPool3d","[0, 0, 0, 1, 0]"
1933,AdaptiveMaxPool3d,the number of output features is equal to the number of input planes.,0,the number of output features is equal to the number of input planes. | AdaptiveMaxPool3d,"[0, 0, 0, 1, 0]"
1935,AdaptiveMaxPool3d,output size the target output size of the image of the form d x h x w.,0,output size the target output size of the image of the form d x h x w. | AdaptiveMaxPool3d,"[0, 1, 0, 0, 0]"
1936,AdaptiveMaxPool3d,"can be a tuple d, h, w or a single d for a cube d x d x d.",0,"can be a tuple d, h, w or a single d for a cube d x d x d. | AdaptiveMaxPool3d","[0, 1, 0, 0, 0]"
1938,AdaptiveMaxPool3d,be the same as that of the input.,0,be the same as that of the input. | AdaptiveMaxPool3d,"[0, 1, 0, 0, 0]"
1939,AdaptiveMaxPool3d,"return indices if true , will return the indices along with the outputs.",0,"return indices if true , will return the indices along with the outputs. | AdaptiveMaxPool3d","[0, 1, 0, 0, 0]"
1940,AdaptiveMaxPool3d,useful to pass to nn^maxunpool3d.,0,useful to pass to nn^maxunpool3d. | AdaptiveMaxPool3d,"[0, 1, 0, 0, 0]"
1943,AdaptiveMaxPool3d,# target output size of 5x7x9,0,# target output size of 5x7x9 | AdaptiveMaxPool3d,"[1, 0, 0, 0, 0]"
1944,AdaptiveMaxPool3d,"m nn^adaptivemaxpool3d 5,7,9",0,"m nn^adaptivemaxpool3d 5,7,9 | AdaptiveMaxPool3d","[1, 0, 0, 0, 0]"
1945,AdaptiveMaxPool3d,"input torch^randn 1, 64, 8, 9, 10",0,"input torch^randn 1, 64, 8, 9, 10 | AdaptiveMaxPool3d","[1, 0, 0, 0, 0]"
1946,AdaptiveMaxPool3d,output m input,0,output m input | AdaptiveMaxPool3d,"[1, 0, 0, 0, 0]"
1947,AdaptiveMaxPool3d,# target output size of 7x7x7 cube,0,# target output size of 7x7x7 cube | AdaptiveMaxPool3d,"[1, 0, 0, 0, 0]"
1948,AdaptiveMaxPool3d,m nn^adaptivemaxpool3d 7,0,m nn^adaptivemaxpool3d 7 | AdaptiveMaxPool3d,"[1, 0, 0, 0, 0]"
1949,AdaptiveMaxPool3d,"input torch^randn 1, 64, 10, 9, 8",0,"input torch^randn 1, 64, 10, 9, 8 | AdaptiveMaxPool3d","[1, 0, 0, 0, 0]"
1950,AdaptiveMaxPool3d,output m input,0,output m input | AdaptiveMaxPool3d,"[1, 0, 0, 0, 0]"
1951,AdaptiveMaxPool3d,# target output size of 7x9x8,0,# target output size of 7x9x8 | AdaptiveMaxPool3d,"[1, 0, 0, 0, 0]"
1953,AdaptiveMaxPool3d,output m input,0,output m input | AdaptiveMaxPool3d,"[1, 0, 0, 0, 0]"
1955,BatchNorm1d,applies batch normalization over a 2d or 3d input a mini batch of 1d,0,applies batch normalization over a 2d or 3d input a mini batch of 1d | BatchNorm1d,"[0, 0, 0, 0, 1]"
1956,BatchNorm1d,inputs with optional additional channel dimension as described in the paper,0,inputs with optional additional channel dimension as described in the paper | BatchNorm1d,"[0, 0, 0, 0, 1]"
1957,BatchNorm1d,batch normalization accelerating deep network training by reducing internal covariate shift .,0,batch normalization accelerating deep network training by reducing internal covariate shift . | BatchNorm1d,"[0, 0, 0, 0, 1]"
1959,BatchNorm1d,the mean and standard deviation are calculated per dimension over,0,the mean and standard deviation are calculated per dimension over | BatchNorm1d,"[0, 0, 0, 1, 0]"
1964,BatchNorm1d,the running estimates are kept with a default attr momentum,0,the running estimates are kept with a default attr momentum | BatchNorm1d,"[0, 0, 0, 1, 0]"
1968,BatchNorm1d,evaluation time as well.,0,evaluation time as well. | BatchNorm1d,"[0, 0, 0, 1, 0]"
1978,BatchNorm1d,"because the batch normalization is done over the c dimension, computing statistics",0,"because the batch normalization is done over the c dimension, computing statistics | BatchNorm1d","[0, 0, 1, 0, 0]"
1981,BatchNorm1d,num features math c from an expected input of size,0,num features math c from an expected input of size | BatchNorm1d,"[0, 1, 0, 1, 0]"
1984,BatchNorm1d,eps a value added to the denominator for numerical stability.,0,eps a value added to the denominator for numerical stability. | BatchNorm1d,"[0, 1, 0, 0, 0]"
1985,BatchNorm1d,default 1e 5,0,default 1e 5 | BatchNorm1d,"[0, 1, 0, 0, 0]"
1986,BatchNorm1d,momentum the value used for the running mean and running var,0,momentum the value used for the running mean and running var | BatchNorm1d,"[0, 1, 0, 0, 0]"
1987,BatchNorm1d,computation.,0,computation. | BatchNorm1d,"[0, 1, 0, 0, 0]"
1988,BatchNorm1d,can be set to none for cumulative moving average,0,can be set to none for cumulative moving average | BatchNorm1d,"[0, 1, 0, 0, 0]"
1989,BatchNorm1d,ie simple average .,0,ie simple average . | BatchNorm1d,"[0, 1, 0, 0, 0]"
1990,BatchNorm1d,default 01,0,default 01 | BatchNorm1d,"[0, 1, 0, 0, 0]"
1992,BatchNorm1d,learnable affine parameters.,0,learnable affine parameters. | BatchNorm1d,"[0, 1, 0, 0, 0]"
1993,BatchNorm1d,default true,0,default true | BatchNorm1d,"[0, 1, 0, 0, 0]"
1996,BatchNorm1d,this module does not track such statistics and always uses batch,0,this module does not track such statistics and always uses batch | BatchNorm1d,"[0, 1, 0, 0, 0]"
1997,BatchNorm1d,statistics in both training and eval modes.,0,statistics in both training and eval modes. | BatchNorm1d,"[0, 1, 0, 0, 0]"
1998,BatchNorm1d,default true,0,default true | BatchNorm1d,"[0, 1, 0, 0, 0]"
2000,BatchNorm1d,"input math n, c or math n, c, l",0,"input math n, c or math n, c, l | BatchNorm1d","[0, 0, 0, 1, 0]"
2003,BatchNorm1d,# with learnable parameters,0,# with learnable parameters | BatchNorm1d,"[1, 0, 0, 0, 0]"
2004,BatchNorm1d,m nn^batchnorm1d 100,0,m nn^batchnorm1d 100 | BatchNorm1d,"[1, 0, 0, 0, 0]"
2005,BatchNorm1d,# without learnable parameters,0,# without learnable parameters | BatchNorm1d,"[1, 0, 0, 0, 0]"
2007,BatchNorm1d,output m input,0,output m input | BatchNorm1d,"[1, 0, 0, 0, 0]"
2008,BCEWithLogitsLoss,this loss combines a sigmoid layer and the bceloss in one single,0,this loss combines a sigmoid layer and the bceloss in one single | BCEWithLogitsLoss,"[0, 0, 0, 0, 1]"
2009,BCEWithLogitsLoss,class.,0,class. | BCEWithLogitsLoss,"[0, 0, 0, 0, 1]"
2010,BCEWithLogitsLoss,this version is more numerically stable than using a plain sigmoid,0,this version is more numerically stable than using a plain sigmoid | BCEWithLogitsLoss,"[0, 0, 0, 0, 1]"
2013,BCEWithLogitsLoss,the unreduced ie with attr reduction set to none loss can be described as,0,the unreduced ie with attr reduction set to none loss can be described as | BCEWithLogitsLoss,"[0, 0, 0, 1, 0]"
2020,BCEWithLogitsLoss,"default mean , then",0,"default mean , then | BCEWithLogitsLoss","[0, 1, 0, 1, 0]"
2024,BCEWithLogitsLoss,"operatorname sum l , & text if reduction text sum .",0,"operatorname sum l , & text if reduction text sum . | BCEWithLogitsLoss","[0, 0, 0, 1, 0]"
2025,BCEWithLogitsLoss,end cases,0,end cases | BCEWithLogitsLoss,"[0, 0, 0, 1, 0]"
2026,BCEWithLogitsLoss,this is used for measuring the error of a reconstruction in for example,0,this is used for measuring the error of a reconstruction in for example | BCEWithLogitsLoss,"[0, 0, 0, 1, 0]"
2027,BCEWithLogitsLoss,an auto encoder.,0,an auto encoder. | BCEWithLogitsLoss,"[0, 0, 0, 1, 0]"
2028,BCEWithLogitsLoss,note that the targets t i should be numbers,0,note that the targets t i should be numbers | BCEWithLogitsLoss,"[0, 0, 1, 1, 0]"
2029,BCEWithLogitsLoss,between 0 and 1.,0,between 0 and 1. | BCEWithLogitsLoss,"[0, 0, 1, 1, 0]"
2030,BCEWithLogitsLoss,it s possible to trade off recall and precision by adding weights to positive examples.,0,it s possible to trade off recall and precision by adding weights to positive examples. | BCEWithLogitsLoss,"[1, 0, 0, 1, 0]"
2031,BCEWithLogitsLoss,in the case of multi label classification the loss can be described as,0,in the case of multi label classification the loss can be described as | BCEWithLogitsLoss,"[0, 0, 0, 1, 0]"
2033,BCEWithLogitsLoss,"ell c x, y l c l 1,c , dots,l n,c ^ top, quad",0,"ell c x, y l c l 1,c , dots,l n,c ^ top, quad | BCEWithLogitsLoss","[0, 0, 0, 1, 0]"
2035,BCEWithLogitsLoss,"1 y n,c cdot log 1 sigma x n,c right ,",0,"1 y n,c cdot log 1 sigma x n,c right , | BCEWithLogitsLoss","[0, 0, 0, 1, 0]"
2036,BCEWithLogitsLoss,"for example, if a dataset contains 100 positive and 300 negative examples of a single class,",0,"for example, if a dataset contains 100 positive and 300 negative examples of a single class, | BCEWithLogitsLoss","[1, 0, 0, 0, 0]"
2038,BCEWithLogitsLoss,the loss would act as if the dataset contains math 3 times 100 300 positive examples.,0,the loss would act as if the dataset contains math 3 times 100 300 positive examples. | BCEWithLogitsLoss,"[1, 0, 0, 1, 0]"
2040,BCEWithLogitsLoss,"target torch^ones 10, 64 , dtype torch^float32 # 64 classes, batch size 10",0,"target torch^ones 10, 64 , dtype torch^float32 # 64 classes, batch size 10 | BCEWithLogitsLoss","[1, 0, 0, 0, 0]"
2041,BCEWithLogitsLoss,"output torch^full 10, 64 , 0999 # a prediction logit",0,"output torch^full 10, 64 , 0999 # a prediction logit | BCEWithLogitsLoss","[1, 0, 0, 0, 0]"
2044,BCEWithLogitsLoss,"criterion output, target # log sigmoid 0999",0,"criterion output, target # log sigmoid 0999 | BCEWithLogitsLoss","[1, 0, 0, 0, 0]"
2047,BCEWithLogitsLoss,"weight tensor, optional a manual rescaling weight given to the loss",0,"weight tensor, optional a manual rescaling weight given to the loss | BCEWithLogitsLoss","[0, 1, 0, 0, 0]"
2048,BCEWithLogitsLoss,of each batch element.,0,of each batch element. | BCEWithLogitsLoss,"[0, 1, 0, 0, 0]"
2049,BCEWithLogitsLoss,"if given, has to be a tensor of size nbatch .",0,"if given, has to be a tensor of size nbatch . | BCEWithLogitsLoss","[0, 1, 0, 0, 0]"
2050,BCEWithLogitsLoss,"size average bool, optional deprecated see attr reduction .",0,"size average bool, optional deprecated see attr reduction . | BCEWithLogitsLoss","[0, 1, 0, 0, 0]"
2051,BCEWithLogitsLoss,"by default,",0,"by default, | BCEWithLogitsLoss","[0, 1, 0, 0, 0]"
2052,BCEWithLogitsLoss,the losses are averaged over each loss element in the batch.,0,the losses are averaged over each loss element in the batch. | BCEWithLogitsLoss,"[0, 1, 0, 0, 0]"
2054,BCEWithLogitsLoss,"some losses, there are multiple elements per sample.",0,"some losses, there are multiple elements per sample. | BCEWithLogitsLoss","[0, 1, 0, 0, 0]"
2055,BCEWithLogitsLoss,if the field attr size average,0,if the field attr size average | BCEWithLogitsLoss,"[0, 1, 0, 0, 0]"
2060,BCEWithLogitsLoss,"reduce bool, optional deprecated see attr reduction .",0,"reduce bool, optional deprecated see attr reduction . | BCEWithLogitsLoss","[0, 1, 0, 0, 0]"
2061,BCEWithLogitsLoss,losses are averaged or summed over observations for each minibatch depending,0,losses are averaged or summed over observations for each minibatch depending | BCEWithLogitsLoss,"[0, 1, 0, 0, 0]"
2062,BCEWithLogitsLoss,on attr size average .,0,on attr size average . | BCEWithLogitsLoss,"[0, 1, 0, 0, 0]"
2063,BCEWithLogitsLoss,"when attr reduce is false , returns a loss per",0,"when attr reduce is false , returns a loss per | BCEWithLogitsLoss","[0, 1, 0, 0, 0]"
2064,BCEWithLogitsLoss,batch element instead and ignores attr size average .,0,batch element instead and ignores attr size average . | BCEWithLogitsLoss,"[0, 1, 0, 0, 0]"
2065,BCEWithLogitsLoss,default true,0,default true | BCEWithLogitsLoss,"[0, 1, 0, 0, 0]"
2066,BCEWithLogitsLoss,"reduction string, optional specifies the reduction to apply to the output",0,"reduction string, optional specifies the reduction to apply to the output | BCEWithLogitsLoss","[0, 1, 0, 0, 0]"
2067,BCEWithLogitsLoss,none mean sum .,0,none mean sum . | BCEWithLogitsLoss,"[0, 1, 0, 0, 0]"
2072,BCEWithLogitsLoss,"and attr reduce are in the process of being deprecated, and in the meantime,",0,"and attr reduce are in the process of being deprecated, and in the meantime, | BCEWithLogitsLoss","[0, 1, 0, 0, 0]"
2073,BCEWithLogitsLoss,default mean,0,default mean | BCEWithLogitsLoss,"[0, 1, 0, 0, 0]"
2074,BCEWithLogitsLoss,"pos weight tensor, optional a weight of positive examples.",0,"pos weight tensor, optional a weight of positive examples. | BCEWithLogitsLoss","[1, 1, 0, 0, 0]"
2075,BCEWithLogitsLoss,must be a vector with length equal to the number of classes.,0,must be a vector with length equal to the number of classes. | BCEWithLogitsLoss,"[0, 1, 0, 0, 0]"
2077,BCEWithLogitsLoss,"input math n, where math means, any number of additional dimensions",0,"input math n, where math means, any number of additional dimensions | BCEWithLogitsLoss","[0, 1, 0, 1, 0]"
2078,BCEWithLogitsLoss,"target math n, , same shape as the input",0,"target math n, , same shape as the input | BCEWithLogitsLoss","[0, 0, 0, 1, 0]"
2079,BCEWithLogitsLoss,output scalar.,0,output scalar. | BCEWithLogitsLoss,"[0, 1, 0, 0, 0]"
2080,BCEWithLogitsLoss,"if attr reduction is none , then math n, , same",0,"if attr reduction is none , then math n, , same | BCEWithLogitsLoss","[0, 1, 0, 1, 0]"
2082,BCEWithLogitsLoss,loss nn^bcewithlogitsloss,0,loss nn^bcewithlogitsloss | BCEWithLogitsLoss,"[1, 0, 0, 0, 0]"
2083,BCEWithLogitsLoss,"input torch^randn 3, requires grad true",0,"input torch^randn 3, requires grad true | BCEWithLogitsLoss","[1, 0, 0, 0, 0]"
2085,BCEWithLogitsLoss,"output loss input, target",0,"output loss input, target | BCEWithLogitsLoss","[1, 0, 0, 0, 0]"
2086,BCEWithLogitsLoss,output^backward,0,output^backward | BCEWithLogitsLoss,"[1, 0, 0, 0, 0]"
2089,BuildType,if attr cmake build type env,0,if attr cmake build type env | BuildType,"[1, 0, 0, 0, 0]"
2091,BuildType,"if cmakecache^txt does not exist,",0,"if cmakecache^txt does not exist, | BuildType","[1, 0, 0, 0, 0]"
2093,BuildType,arguments,0,arguments | BuildType,"[0, 1, 0, 0, 0]"
2095,Caffe2OperatorTestCase,this class includes all the information needed to benchmark an operator.,0,this class includes all the information needed to benchmark an operator. | Caffe2OperatorTestCase,"[0, 0, 0, 0, 1]"
2096,Caffe2OperatorTestCase,op bench it s a user defined class child of caffe2benchmarkbase,0,op bench it s a user defined class child of caffe2benchmarkbase | Caffe2OperatorTestCase,"[0, 0, 0, 1, 0]"
2101,ConstantPad3d,pads the input tensor boundaries with a constant value.,0,pads the input tensor boundaries with a constant value. | ConstantPad3d,"[0, 0, 0, 0, 1]"
2102,ConstantPad3d,"for n dimensional padding, use func torch^nn.functional^pad .",0,"for n dimensional padding, use func torch^nn.functional^pad . | ConstantPad3d","[1, 0, 0, 0, 0]"
2104,ConstantPad3d,"padding int, tuple the size of the padding.",0,"padding int, tuple the size of the padding. | ConstantPad3d","[0, 1, 0, 0, 0]"
2106,ConstantPad3d,padding in all boundaries.,0,padding in all boundaries. | ConstantPad3d,"[0, 1, 0, 0, 0]"
2108,ConstantPad3d,"math text padding left , math text padding right ,",0,"math text padding left , math text padding right , | ConstantPad3d","[0, 1, 0, 0, 0]"
2112,ConstantPad3d,"m nn^constantpad3d 3, 35",0,"m nn^constantpad3d 3, 35 | ConstantPad3d","[1, 0, 0, 0, 0]"
2114,ConstantPad3d,output m input,0,output m input | ConstantPad3d,"[1, 0, 0, 0, 0]"
2115,ConstantPad3d,# using different paddings for different sides,0,# using different paddings for different sides | ConstantPad3d,"[1, 0, 0, 0, 0]"
2117,ConstantPad3d,output m input,0,output m input | ConstantPad3d,"[1, 0, 0, 0, 0]"
2119,Conv3d,planes.,0,planes. | Conv3d,"[0, 0, 0, 0, 1]"
2121,Conv3d,"and output math n, c out , d out , h out , w out can be precisely described as",0,"and output math n, c out , d out , h out , w out can be precisely described as | Conv3d","[0, 0, 0, 1, 0]"
2123,Conv3d,"out n i, c out j bias c out j",0,"out n i, c out j bias c out j | Conv3d","[0, 0, 0, 1, 0]"
2125,Conv3d,attr stride controls the stride for the cross correlation.,0,attr stride controls the stride for the cross correlation. | Conv3d,"[0, 1, 0, 0, 0]"
2127,Conv3d,sides for attr padding number of points for each dimension.,0,sides for attr padding number of points for each dimension. | Conv3d,"[0, 1, 0, 0, 0]"
2129,Conv3d,"it is harder to describe, but this link has a nice visualization of what attr dilation does.",0,"it is harder to describe, but this link has a nice visualization of what attr dilation does. | Conv3d","[0, 1, 0, 0, 0]"
2131,Conv3d,attr in channels and attr out channels must both be divisible by,0,attr in channels and attr out channels must both be divisible by | Conv3d,"[0, 1, 0, 0, 0]"
2134,Conv3d,"at groups 2, the operation becomes equivalent to having two conv",0,"at groups 2, the operation becomes equivalent to having two conv | Conv3d","[0, 0, 0, 0, 1]"
2135,Conv3d,"layers side by side, each seeing half the input channels,",0,"layers side by side, each seeing half the input channels, | Conv3d","[0, 0, 0, 0, 1]"
2137,Conv3d,concatenated.,0,concatenated. | Conv3d,"[0, 0, 0, 0, 1]"
2138,Conv3d,"at groups attr in channels , each input channel is convolved with",0,"at groups attr in channels , each input channel is convolved with | Conv3d","[0, 0, 0, 0, 1]"
2139,Conv3d,"its own set of filters, of size",0,"its own set of filters, of size | Conv3d","[0, 0, 0, 0, 1]"
2140,Conv3d,math left lfloor frac out channels in channels right rfloor .,0,math left lfloor frac out channels in channels right rfloor . | Conv3d,"[0, 0, 0, 1, 1]"
2145,Conv3d,"a tuple of three ints in which case, the first int is used for the depth dimension,",0,"a tuple of three ints in which case, the first int is used for the depth dimension, | Conv3d","[0, 1, 0, 0, 1]"
2153,Conv3d,kernel size int or tuple size of the convolving kernel,0,kernel size int or tuple size of the convolving kernel | Conv3d,"[0, 1, 0, 0, 0]"
2157,Conv3d,default 0,0,default 0 | Conv3d,"[0, 1, 0, 0, 0]"
2159,Conv3d,accepted values zeros and circular default zeros,0,accepted values zeros and circular default zeros | Conv3d,"[0, 1, 0, 0, 0]"
2162,Conv3d,"groups int, optional number of blocked connections from input channels to output channels.",0,"groups int, optional number of blocked connections from input channels to output channels. | Conv3d","[0, 1, 0, 0, 0]"
2165,Conv3d,default true,0,default true | Conv3d,"[0, 1, 0, 0, 0]"
2166,Conv3d,"input math n, c in , d in , h in , w in",0,"input math n, c in , d in , h in , w in | Conv3d","[0, 0, 0, 1, 0]"
2167,Conv3d,"output math n, c out , d out , h out , w out where",0,"output math n, c out , d out , h out , w out where | Conv3d","[0, 0, 0, 1, 0]"
2172,Conv3d,weight tensor the learnable weights of the module of shape,0,weight tensor the learnable weights of the module of shape | Conv3d,"[0, 0, 0, 1, 0]"
2173,Conv3d,the values of these weights are sampled from,0,the values of these weights are sampled from | Conv3d,"[0, 0, 0, 1, 0]"
2174,Conv3d,math k frac 1 c text in prod i 0 ^ 2 text kernel size i,0,math k frac 1 c text in prod i 0 ^ 2 text kernel size i | Conv3d,"[0, 0, 0, 1, 0]"
2175,Conv3d,bias tensor the learnable bias of the module of shape out channels .,0,bias tensor the learnable bias of the module of shape out channels . | Conv3d,"[0, 0, 0, 1, 0]"
2178,Conv3d,"sampled from math mathcal u sqrt k , sqrt k where",0,"sampled from math mathcal u sqrt k , sqrt k where | Conv3d","[0, 0, 0, 1, 0]"
2179,Conv3d,math k frac 1 c text in prod i 0 ^ 2 text kernel size i,0,math k frac 1 c text in prod i 0 ^ 2 text kernel size i | Conv3d,"[0, 0, 0, 1, 0]"
2181,Conv3d,# with square kernels and equal stride,0,# with square kernels and equal stride | Conv3d,"[1, 0, 0, 0, 0]"
2182,Conv3d,"m nn^conv3d 16, 33, 3, stride 2",0,"m nn^conv3d 16, 33, 3, stride 2 | Conv3d","[1, 0, 0, 0, 0]"
2183,Conv3d,# non square kernels and unequal stride and with padding,0,# non square kernels and unequal stride and with padding | Conv3d,"[1, 0, 0, 0, 0]"
2184,Conv3d,"m nn^conv3d 16, 33, 3, 5, 2 , stride 2, 1, 1 , padding 4, 2, 0",0,"m nn^conv3d 16, 33, 3, 5, 2 , stride 2, 1, 1 , padding 4, 2, 0 | Conv3d","[1, 0, 0, 0, 0]"
2185,Conv3d,"input torch^randn 20, 16, 10, 50, 100",0,"input torch^randn 20, 16, 10, 50, 100 | Conv3d","[1, 0, 0, 0, 0]"
2186,Conv3d,output m input,0,output m input | Conv3d,"[1, 0, 0, 0, 0]"
2194,CyclicLR,the policy cycles the learning,0,the policy cycles the learning | CyclicLR,"[0, 0, 0, 0, 1]"
2196,CyclicLR,the paper cyclical learning rates for training neural networks .,0,the paper cyclical learning rates for training neural networks . | CyclicLR,"[0, 0, 0, 0, 1]"
2198,CyclicLR,or per cycle basis.,0,or per cycle basis. | CyclicLR,"[0, 0, 0, 0, 1]"
2199,CyclicLR,cyclical learning rate policy changes the learning rate after every batch.,0,cyclical learning rate policy changes the learning rate after every batch. | CyclicLR,"[0, 0, 0, 1, 0]"
2202,CyclicLR,triangular2 a basic triangular cycle that scales initial amplitude by half each cycle.,0,triangular2 a basic triangular cycle that scales initial amplitude by half each cycle. | CyclicLR,"[0, 1, 0, 1, 0]"
2205,CyclicLR,at each cycle iteration.,0,at each cycle iteration. | CyclicLR,"[0, 1, 0, 1, 0]"
2207,CyclicLR,"optimizer torch^optim.sgd model^parameters , lr 01, momentum 09",0,"optimizer torch^optim.sgd model^parameters , lr 01, momentum 09 | CyclicLR","[1, 0, 0, 0, 0]"
2208,CyclicLR,"scheduler torch^optim.lr scheduler^cycliclr optimizer, base lr 001, max lr 01",0,"scheduler torch^optim.lr scheduler^cycliclr optimizer, base lr 001, max lr 01 | CyclicLR","[1, 0, 0, 0, 0]"
2209,CyclicLR,data loader torch^utils.data^dataloader .,0,data loader torch^utils.data^dataloader . | CyclicLR,"[1, 0, 0, 0, 0]"
2210,CyclicLR,for epoch in range 10,0,for epoch in range 10 | CyclicLR,"[1, 0, 0, 0, 0]"
2211,CyclicLR,for batch in data loader,0,for batch in data loader | CyclicLR,"[1, 0, 0, 0, 0]"
2212,CyclicLR,train batch .,0,train batch . | CyclicLR,"[1, 0, 0, 0, 0]"
2216,DeQuantStub,this will be swapped as nnq^dequantize in convert .,0,this will be swapped as nnq^dequantize in convert . | DeQuantStub,"[0, 0, 0, 1, 1]"
2217,DiagonalTensor,a class with torch function and a specific diagonal representation,0,a class with torch function and a specific diagonal representation | DiagonalTensor,"[0, 0, 0, 0, 1]"
2218,DiagonalTensor,this class has limited utility and is mostly useful for verifying that the,0,this class has limited utility and is mostly useful for verifying that the | DiagonalTensor,"[1, 0, 0, 1, 0]"
2219,DiagonalTensor,dispatch mechanism works as expected.,0,dispatch mechanism works as expected. | DiagonalTensor,"[1, 0, 0, 0, 0]"
2220,DiagonalTensor,it is based on the diagonalarray,0,it is based on the diagonalarray | DiagonalTensor,"[1, 0, 0, 1, 0]"
2221,DiagonalTensor,example in the numpy documentation.,0,example in the numpy documentation. | DiagonalTensor,"[1, 0, 0, 1, 0]"
2223,DiagonalTensor,diagonaltensor represents a 2d tensor with n rows and columns that has,0,diagonaltensor represents a 2d tensor with n rows and columns that has | DiagonalTensor,"[0, 0, 0, 1, 0]"
2225,DiagonalTensor,the,0,the | DiagonalTensor,"[0, 0, 0, 1, 0]"
2226,DiagonalTensor,main functionality of diagonaltensor is to provide a more compact,0,main functionality of diagonaltensor is to provide a more compact | DiagonalTensor,"[0, 0, 0, 1, 0]"
2228,EmbeddingBag,intermediate embeddings.,0,intermediate embeddings. | EmbeddingBag,"[0, 0, 0, 0, 1]"
2229,EmbeddingBag,"for bags of constant length and no attr per sample weights , this class",0,"for bags of constant length and no attr per sample weights , this class | EmbeddingBag","[0, 0, 1, 0, 0]"
2230,EmbeddingBag,"with mode sum is equivalent to class torch^nn.embedding followed by torch^sum dim 0 ,",0,"with mode sum is equivalent to class torch^nn.embedding followed by torch^sum dim 0 , | EmbeddingBag","[0, 0, 1, 0, 0]"
2231,EmbeddingBag,"with mode mean is equivalent to class torch^nn.embedding followed by torch^mean dim 0 ,",0,"with mode mean is equivalent to class torch^nn.embedding followed by torch^mean dim 0 , | EmbeddingBag","[0, 0, 1, 0, 0]"
2233,EmbeddingBag,"however, class torch^nn.embeddingbag is much more time and memory efficient than using a chain of these",0,"however, class torch^nn.embeddingbag is much more time and memory efficient than using a chain of these | EmbeddingBag","[0, 0, 1, 0, 0]"
2234,EmbeddingBag,operations.,0,operations. | EmbeddingBag,"[0, 0, 1, 0, 0]"
2235,EmbeddingBag,embeddingbag also supports per sample weights as an argument to the forward,0,embeddingbag also supports per sample weights as an argument to the forward | EmbeddingBag,"[0, 0, 1, 0, 0]"
2238,EmbeddingBag,reduction as specified by mode .,0,reduction as specified by mode . | EmbeddingBag,"[0, 0, 1, 0, 0]"
2239,EmbeddingBag,"if attr per sample weights is passed, the",0,"if attr per sample weights is passed, the | EmbeddingBag","[0, 0, 1, 0, 0]"
2240,EmbeddingBag,"only supported mode is sum , which computes a weighted sum according to",0,"only supported mode is sum , which computes a weighted sum according to | EmbeddingBag","[0, 0, 1, 0, 0]"
2246,EmbeddingBag,is renormalized to have norm attr max norm .,0,is renormalized to have norm attr max norm . | EmbeddingBag,"[0, 1, 0, 0, 0]"
2247,EmbeddingBag,"norm type float, optional the p of the p norm to compute for the attr max norm option.",0,"norm type float, optional the p of the p norm to compute for the attr max norm option. | EmbeddingBag","[0, 1, 0, 0, 0]"
2248,EmbeddingBag,default 2 .,0,default 2 . | EmbeddingBag,"[0, 1, 0, 0, 0]"
2249,EmbeddingBag,"scale grad by freq boolean, optional if given, this will scale gradients by the inverse of frequency of",0,"scale grad by freq boolean, optional if given, this will scale gradients by the inverse of frequency of | EmbeddingBag","[0, 1, 0, 0, 0]"
2252,EmbeddingBag,"mode string, optional sum , mean or max .",0,"mode string, optional sum , mean or max . | EmbeddingBag","[0, 1, 0, 0, 0]"
2254,EmbeddingBag,"sum computes the weighted sum, taking attr per sample weights",0,"sum computes the weighted sum, taking attr per sample weights | EmbeddingBag","[0, 1, 0, 0, 0]"
2255,EmbeddingBag,into consideration.,0,into consideration. | EmbeddingBag,"[0, 1, 0, 0, 0]"
2256,EmbeddingBag,mean computes the average of the values,0,mean computes the average of the values | EmbeddingBag,"[0, 1, 0, 0, 0]"
2258,EmbeddingBag,default mean,0,default mean | EmbeddingBag,"[0, 1, 0, 0, 0]"
2259,EmbeddingBag,"sparse bool, optional if true , gradient w^r.t. attr weight matrix will be a sparse tensor.",0,"sparse bool, optional if true , gradient w^r.t. attr weight matrix will be a sparse tensor. | EmbeddingBag","[0, 1, 0, 0, 0]"
2261,EmbeddingBag,notes for more details regarding sparse gradients.,0,notes for more details regarding sparse gradients. | EmbeddingBag,"[0, 1, 0, 0, 0]"
2263,EmbeddingBag,supported when mode max .,0,supported when mode max . | EmbeddingBag,"[0, 1, 0, 0, 0]"
