index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | abfss java,"[0, 0, 1, 0, 0, 0, 0]"
10131,StorableCdtVariables.java,see org eclipse cdt internal core cdtvariables storablecdtvariables isdirty,0,see org eclipse cdt internal core cdtvariables storablecdtvariables isdirty | storablecdtvariables java,"[0, 0, 0, 0, 1, 0, 0]"
10132,StorableCdtVariables.java,see org eclipse cdt internal core cdtvariables storablecdtvariables ischanged,0,see org eclipse cdt internal core cdtvariables storablecdtvariables ischanged | storablecdtvariables java,"[0, 0, 0, 0, 1, 0, 0]"
10133,StorableCdtVariables.java,sets the change state for this set of macros,0,sets the change state for this set of macros | storablecdtvariables java,"[1, 0, 0, 0, 0, 0, 0]"
10134,StorableCdtVariables.java,sets the dirty state for this set of macros,0,sets the dirty state for this set of macros | storablecdtvariables java,"[1, 0, 0, 0, 0, 0, 0]"
10136,RegisterGroupDialog.java,see org eclipse jface dialogs dialog okpressed,0,see org eclipse jface dialogs dialog okpressed | registergroupdialog java,"[0, 0, 0, 0, 1, 0, 0]"
10137,RegisterGroupDialog.java,see org eclipse jface dialogs titleareadialog createdialogarea org eclipse swt widgets composite,0,see org eclipse jface dialogs titleareadialog createdialogarea org eclipse swt widgets composite | registergroupdialog java,"[0, 0, 0, 0, 1, 0, 0]"
10138,RegisterGroupDialog.java,this dialog is used to add edit user-defined register groups,0,this dialog is used to add edit user-defined register groups | registergroupdialog java,"[1, 0, 0, 0, 0, 0, 0]"
10139,MakefileEditor.java,contributors qnx software systems - initial api and implementation anton leherbauer wind river systems ibm corporation patrick hofer - bug 326265 andrew gvozdev,0,contributors qnx software systems - initial api and implementation anton leherbauer wind river systems ibm corporation patrick hofer - bug 326265 andrew gvozdev | makefileeditor java,"[0, 1, 0, 0, 0, 0, 0]"
10140,MakefileEditor.java,since 7 1,0,since 7 1 | makefileeditor java,"[0, 0, 0, 1, 0, 0, 0]"
10151,MakefileEditor.java,see http bugs eclipse org 172331,0,see http bugs eclipse org 172331 | makefileeditor java,"[0, 0, 0, 0, 1, 0, 0]"
10154,MakefileEditor.java,since 3 0,0,since 3 0 | makefileeditor java,"[0, 0, 0, 1, 0, 0, 0]"
10156,MakefileEditor.java,since 3 0,0,since 3 0 | makefileeditor java,"[0, 0, 0, 1, 0, 0, 0]"
10157,MakefileEditor.java,param listener the reconcile listener to be added,0,param listener the reconcile listener to be added | makefileeditor java,"[0, 0, 0, 1, 0, 0, 0]"
10158,MakefileEditor.java,return the find replace document adapter,0,return the find replace document adapter | makefileeditor java,"[0, 0, 0, 1, 0, 0, 0]"
10159,MakefileEditor.java,the page that shows the outline,0,the page that shows the outline | makefileeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10160,MakefileEditor.java,pairs of brackets used to match,0,pairs of brackets used to match | makefileeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10161,MakefileEditor.java,matches the brackets,0,matches the brackets | makefileeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10162,MakefileEditor.java,the action group for folding,0,the action group for folding | makefileeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10163,MakefileEditor.java,reconciling listeners,0,reconciling listeners | makefileeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10166,MakefileEditor.java,returns the find replace document adapter,0,returns the find replace document adapter | makefileeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10169,MakefileEditor.java,add makefile editor relevant pages,0,add makefile editor relevant pages | makefileeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10170,MakefileEditor.java,see http bugs eclipse org 186106,0,see http bugs eclipse org 186106 | makefileeditor java,"[0, 0, 0, 0, 1, 0, 0]"
10171,MakefileEditor.java,enhance the stock source viewer decorator with a bracket matcher,0,enhance the stock source viewer decorator with a bracket matcher | makefileeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10172,MakefileEditor.java,either freshly enabled or provider changed,0,either freshly enabled or provider changed | makefileeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10173,MakefileEditor.java,resets the foldings structure according to the folding preferences,0,resets the foldings structure according to the folding preferences | makefileeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10175,MakefileEditor.java,notify listeners,0,notify listeners | makefileeditor java,"[1, 0, 0, 0, 0, 0, 0]"
10177,AbstractCLIProcess.java,even if the previous check didn t kick in we may already be in the missing,0,even if the previous check didn t kick in we may already be in the missing | abstractcliprocess java,"[0, 0, 0, 0, 0, 0, 1]"
10179,AbstractCLIProcess.java,if so we ll need to pretend we are receiving the secondary prompt,0,if so we ll need to pretend we are receiving the secondary prompt | abstractcliprocess java,"[0, 0, 0, 0, 0, 0, 1]"
10180,AbstractCLIProcess.java,contributors qnx software systems - initial api and implementation wind river systems - modified for new dsf reference implementation ericsson - modified for additional features in dsf reference implementation,0,contributors qnx software systems - initial api and implementation wind river systems - modified for new dsf reference implementation ericsson - modified for additional features in dsf reference implementation | abstractcliprocess java,"[0, 1, 0, 0, 0, 0, 0]"
10183,AbstractCLIProcess.java,see java lang process getinputstream,0,see java lang process getinputstream | abstractcliprocess java,"[0, 0, 0, 0, 1, 0, 0]"
10184,AbstractCLIProcess.java,see java lang process getoutputstream,0,see java lang process getoutputstream | abstractcliprocess java,"[0, 0, 0, 0, 1, 0, 0]"
10185,AbstractCLIProcess.java,since 3 0,0,since 3 0 | abstractcliprocess java,"[0, 0, 0, 1, 0, 0, 0]"
10187,CASTSwitchStatement.java,author jcamelon,0,author jcamelon | castswitchstatement java,"[0, 1, 0, 0, 0, 0, 0]"
10191,CompletionTest_NewTypeReference_NoPrefix.java,author hamer,0,author hamer | completiontest newtypereference noprefix java,"[0, 1, 0, 0, 0, 0, 0]"
10192,CompletionTest_NewTypeReference_NoPrefix.java,see org eclipse cdt core codeassist tests completionproposalstest getcompletionposition,0,see org eclipse cdt core codeassist tests completionproposalstest getcompletionposition | completiontest newtypereference noprefix java,"[0, 0, 0, 0, 1, 0, 0]"
10193,CompletionTest_NewTypeReference_NoPrefix.java,see org eclipse cdt core codeassist tests completionproposalstest getexpectedprefix,0,see org eclipse cdt core codeassist tests completionproposalstest getexpectedprefix | completiontest newtypereference noprefix java,"[0, 0, 0, 0, 1, 0, 0]"
10194,CompletionTest_NewTypeReference_NoPrefix.java,see org eclipse cdt core codeassist tests completionproposalstest getexpectedresultsvalues,0,see org eclipse cdt core codeassist tests completionproposalstest getexpectedresultsvalues | completiontest newtypereference noprefix java,"[0, 0, 0, 0, 1, 0, 0]"
10195,CompletionTest_NewTypeReference_NoPrefix.java,see org eclipse cdt core codeassist tests completionproposalstest getfilename,0,see org eclipse cdt core codeassist tests completionproposalstest getfilename | completiontest newtypereference noprefix java,"[0, 0, 0, 0, 1, 0, 0]"
10196,CompletionTest_NewTypeReference_NoPrefix.java,see org eclipse cdt core codeassist tests completionproposalstest getfilefullpath,0,see org eclipse cdt core codeassist tests completionproposalstest getfilefullpath | completiontest newtypereference noprefix java,"[0, 0, 0, 0, 1, 0, 0]"
10197,CompletionTest_NewTypeReference_NoPrefix.java,see org eclipse cdt core codeassist tests completionproposalstest getheaderfilefullpath,0,see org eclipse cdt core codeassist tests completionproposalstest getheaderfilefullpath | completiontest newtypereference noprefix java,"[0, 0, 0, 0, 1, 0, 0]"
10198,CompletionTest_NewTypeReference_NoPrefix.java,see org eclipse cdt core codeassist tests completionproposalstest getheaderfilename,0,see org eclipse cdt core codeassist tests completionproposalstest getheaderfilename | completiontest newtypereference noprefix java,"[0, 0, 0, 0, 1, 0, 0]"
10200,CompletionTest_NewTypeReference_NoPrefix.java,enums may not be desired but valid,0,enums may not be desired but valid | completiontest newtypereference noprefix java,"[1, 0, 0, 0, 0, 0, 0]"
10201,MakefileStorageDocumentProvider.java,contributors qnx software systems - initial api and implementation,0,contributors qnx software systems - initial api and implementation | makefilestoragedocumentprovider java,"[0, 1, 0, 0, 0, 0, 0]"
10202,MakefileStorageDocumentProvider.java,makefilestoragedocumentprovider,0,makefilestoragedocumentprovider | makefilestoragedocumentprovider java,"[1, 0, 0, 0, 0, 0, 0]"
10203,IJSFunction.java,contributors qnx software systems - initial api and implementation,0,contributors qnx software systems - initial api and implementation | ijsfunction java,"[0, 1, 0, 0, 0, 0, 0]"
10204,IJSFunction.java,a javascript function from the a href https github com estree estree blob master spec md functions estree specification a,0,a javascript function from the a href https github com estree estree blob master spec md functions estree specification a | ijsfunction java,"[1, 0, 0, 0, 0, 0, 0]"
10205,ColorPickerConnector.java,since 7 0 0,0,since 7 0 0 | colorpickerconnector java,"[0, 0, 0, 1, 0, 0, 0]"
10206,ColorPickerConnector.java,a class that defines default implementation for a color picker connector connects the server side link com vaadin ui colorpicker with the client side counterpart link vcolorpicker since 7 0 0,0,a class that defines default implementation for a color picker connector connects the server side link com vaadin ui colorpicker with the client side counterpart link vcolorpicker since 7 0 0 | colorpickerconnector java,"[1, 0, 0, 0, 0, 0, 0]"
10207,CalendarClientRpc.java,since 7 1,0,since 7 1 | calendarclientrpc java,"[0, 0, 0, 1, 0, 0, 0]"
10208,CalendarClientRpc.java,author vaadin ltd,0,author vaadin ltd | calendarclientrpc java,"[0, 1, 0, 0, 0, 0, 0]"
10209,CBuildConfigurationManager.java,clean up the configmap,0,clean up the configmap | cbuildconfigurationmanager java,"[1, 0, 0, 0, 0, 0, 0]"
10210,CBuildConfigurationManager.java,clean up the config settings,0,clean up the config settings | cbuildconfigurationmanager java,"[1, 0, 0, 0, 0, 0, 0]"
10211,CBuildConfigurationManager.java,clean up the scanner info data,0,clean up the scanner info data | cbuildconfigurationmanager java,"[1, 0, 0, 0, 0, 0, 0]"
10212,AccessRequest.java,this request object contains all the context information to determine whether a user has permission to access the target entity user the user who s currently accessing accesstype the access type against the entity entity the target object user is accessing appid the associated app id for current access this could be null if no app is associated appname the associated app name for current access this could be null if no app is associated,0,this request object contains all the context information to determine whether a user has permission to access the target entity user the user who s currently accessing accesstype the access type against the entity entity the target object user is accessing appid the associated app id for current access this could be null if no app is associated appname the associated app name for current access this could be null if no app is associated | accessrequest java,"[0, 0, 1, 0, 0, 0, 0]"
10213,CModel.java,contributors qnx software systems - initial api and implementation anton leherbauer wind river systems,0,contributors qnx software systems - initial api and implementation anton leherbauer wind river systems | cmodel java,"[0, 1, 0, 0, 0, 0, 0]"
10217,CModel.java,finds the given project in the list of the c model s children returns code null if not found,0,finds the given project in the list of the c model s children returns code null if not found | cmodel java,"[1, 0, 0, 0, 0, 0, 0]"
10218,CModel.java,c model doesn t exist cannot find any project,0,c model doesn t exist cannot find any project | cmodel java,"[1, 0, 0, 0, 0, 0, 0]"
10220,CModel.java,configures and runs the link multioperation,0,configures and runs the link multioperation | cmodel java,"[1, 0, 0, 0, 0, 0, 0]"
10221,CModel.java,checkpoint roots will return the hashcode of their resource,0,checkpoint roots will return the hashcode of their resource | cmodel java,"[1, 0, 0, 0, 0, 0, 0]"
10222,CModel.java,workaround for bug 15168 circular errors not reported returns the list of c projects before resource delta processing has started,0,workaround for bug 15168 circular errors not reported returns the list of c projects before resource delta processing has started | cmodel java,"[1, 0, 0, 0, 0, 0, 0]"
10225,QueueCapacitiesInfo.java,dao which wraps partitionqueuecapacitiesinfo applicable for a queue,0,dao which wraps partitionqueuecapacitiesinfo applicable for a queue | queuecapacitiesinfo java,"[1, 0, 0, 0, 0, 0, 0]"
10228,JarFinder.java,param klass class,0,param klass class | jarfinder java,"[0, 0, 0, 1, 0, 0, 0]"
10229,JarFinder.java,return path to the jar containing the class,0,return path to the jar containing the class | jarfinder java,"[0, 0, 0, 1, 0, 0, 0]"
10230,JarFinder.java,returns the full path to the jar containing the class it always return a jar,0,returns the full path to the jar containing the class it always return a jar | jarfinder java,"[0, 0, 0, 0, 0, 0, 1]"
10232,PreciousRule.java,prerequisites of this special target shall not be removed if make recieves an asynchronous events,0,prerequisites of this special target shall not be removed if make recieves an asynchronous events | preciousrule java,"[1, 0, 0, 0, 0, 0, 0]"
10234,ReverseToggleCommandHandler.java,since 7 0,0,since 7 0 | reversetogglecommandhandler java,"[0, 0, 0, 1, 0, 0, 0]"
10235,ReverseToggleCommandHandler.java,request re-evaluation of property org eclipse cdt debug ui isreversedebuggingenabled to update visibility of reverse stepping commands,0,request re-evaluation of property org eclipse cdt debug ui isreversedebuggingenabled to update visibility of reverse stepping commands | reversetogglecommandhandler java,"[1, 0, 0, 0, 0, 0, 0]"
10236,ReverseToggleCommandHandler.java,refresh reverse toggle commands with the new state of reverse enabled this is in order to keep multiple toggle actions in ui in sync,0,refresh reverse toggle commands with the new state of reverse enabled this is in order to keep multiple toggle actions in ui in sync | reversetogglecommandhandler java,"[1, 0, 0, 0, 0, 0, 0]"
10237,ReverseToggleCommandHandler.java,see org eclipse debug ui actions debugcommandhandler postexecute org eclipse debug core irequest java lang object,0,see org eclipse debug ui actions debugcommandhandler postexecute org eclipse debug core irequest java lang object | reversetogglecommandhandler java,"[0, 0, 0, 0, 1, 0, 0]"
10238,ReverseToggleCommandHandler.java,disable tracing,0,disable tracing | reversetogglecommandhandler java,"[1, 0, 0, 0, 0, 0, 0]"
10239,ReverseToggleCommandHandler.java,and finally update the radio current state,0,and finally update the radio current state | reversetogglecommandhandler java,"[1, 0, 0, 0, 0, 0, 0]"
10242,ReverseToggleCommandHandler.java,undefined trace method,0,undefined trace method | reversetogglecommandhandler java,"[1, 0, 0, 0, 0, 0, 0]"
10243,ReverseToggleCommandHandler.java,must use the stored context service if we try to fetch the service again with the workbenchwindow it may fail if the window is already closed,0,must use the stored context service if we try to fetch the service again with the workbenchwindow it may fail if the window is already closed | reversetogglecommandhandler java,"[1, 0, 0, 0, 0, 0, 0]"
10244,ReverseToggleCommandHandler.java,this constructor might be called after the launch so we must refresh here too this can happen if we activate the action set after the launch,0,this constructor might be called after the launch so we must refresh here too this can happen if we activate the action set after the launch | reversetogglecommandhandler java,"[1, 0, 0, 0, 0, 0, 0]"
10245,ReverseToggleCommandHandler.java,the below logic allows us to keep the checked state of the toggle button properly set this is because in some case the checked state may change without the user actually pressing the button for instance if we restart the inferior the toggle may automatically turn off to figure this out whenever a debug context changes we make sure we are showing the proper checked state,0,the below logic allows us to keep the checked state of the toggle button properly set this is because in some case the checked state may change without the user actually pressing the button for instance if we restart the inferior the toggle may automatically turn off to figure this out whenever a debug context changes we make sure we are showing the proper checked state | reversetogglecommandhandler java,"[0, 0, 1, 0, 0, 0, 0]"
10247,TestWordStats.java,modified internal test class that is designed to read all the files in the input directory and find the standard deviation between all of the word lengths,0,modified internal test class that is designed to read all the files in the input directory and find the standard deviation between all of the word lengths | testwordstats java,"[0, 0, 1, 0, 0, 0, 0]"
10248,TestWordStats.java,modified internal test class that is designed to read all the files in the input directory and find the median length of all the words,0,modified internal test class that is designed to read all the files in the input directory and find the median length of all the words | testwordstats java,"[1, 0, 0, 0, 0, 0, 0]"
10250,TestWordStats.java,param dir the directory to delete,0,param dir the directory to delete | testwordstats java,"[0, 0, 0, 1, 0, 0, 0]"
10251,TestWordStats.java,return returns whether the deletion was successful or not,0,return returns whether the deletion was successful or not | testwordstats java,"[0, 0, 0, 1, 0, 0, 0]"
10253,TestWordStats.java,outputs must match,0,outputs must match | testwordstats java,"[1, 0, 0, 0, 0, 0, 0]"
10254,TestWordStats.java,outputs must match,0,outputs must match | testwordstats java,"[1, 0, 0, 0, 0, 0, 0]"
10256,TestWordStats.java,internal class designed to delete the output directory meant solely for use before and after the test is run this is so next iterations of the test do not encounter a file already exists error,0,internal class designed to delete the output directory meant solely for use before and after the test is run this is so next iterations of the test do not encounter a file already exists error | testwordstats java,"[0, 0, 0, 0, 0, 0, 1]"
10257,RegistryOperationsFactory.java,return a registry operations instance,0,return a registry operations instance | registryoperationsfactory java,"[0, 0, 0, 1, 0, 0, 0]"
10259,RegistryOperationsFactory.java,return a registry operations instance,0,return a registry operations instance | registryoperationsfactory java,"[0, 0, 0, 1, 0, 0, 0]"
10260,RegistryOperationsFactory.java,param conf configuration,0,param conf configuration | registryoperationsfactory java,"[0, 0, 0, 1, 0, 0, 0]"
10263,RegistryOperationsFactory.java,param conf configuration,0,param conf configuration | registryoperationsfactory java,"[0, 0, 0, 1, 0, 0, 0]"
10265,RegistryOperationsFactory.java,param jaascontext the jaas context of the account,0,param jaascontext the jaas context of the account | registryoperationsfactory java,"[0, 0, 0, 1, 0, 0, 0]"
10266,RegistryOperationsFactory.java,param conf configuration,0,param conf configuration | registryoperationsfactory java,"[0, 0, 0, 1, 0, 0, 0]"
10270,RegistryOperationsFactory.java,create and initialize an operations instance authenticated with write access via an code id password code pair,0,create and initialize an operations instance authenticated with write access via an code id password code pair | registryoperationsfactory java,"[1, 0, 0, 0, 0, 0, 0]"
10271,RegistryOperationsFactory.java,create and initialize an secure kerberos-authenticated instance,0,create and initialize an secure kerberos-authenticated instance | registryoperationsfactory java,"[1, 0, 0, 0, 0, 0, 0]"
10272,RegistryOperationsFactory.java,the user identity will be inferred from the current user,0,the user identity will be inferred from the current user | registryoperationsfactory java,"[1, 0, 0, 0, 0, 0, 0]"
10273,RegistryOperationsFactory.java,the authentication of this instance will expire when any kerberos tokens needed to authenticate with the registry infrastructure expire,0,the authentication of this instance will expire when any kerberos tokens needed to authenticate with the registry infrastructure expire | registryoperationsfactory java,"[1, 0, 0, 0, 0, 0, 0]"
10274,RegistryOperationsFactory.java,create and initialize an anonymous read write registry operations instance in a secure cluster this instance will only have read access to the registry,0,create and initialize an anonymous read write registry operations instance in a secure cluster this instance will only have read access to the registry | registryoperationsfactory java,"[1, 0, 0, 0, 0, 0, 0]"
10275,RegistryOperationsFactory.java,create and initialize a registry operations instance access rights will be determined from the configuration,0,create and initialize a registry operations instance access rights will be determined from the configuration | registryoperationsfactory java,"[1, 0, 0, 0, 0, 0, 0]"
10276,RegistryOperationsFactory.java,create and initialize a registry operations instance access writes will be determined from the configuration,0,create and initialize a registry operations instance access writes will be determined from the configuration | registryoperationsfactory java,"[1, 0, 0, 0, 0, 0, 0]"
10277,RegistryOperationsFactory.java,a factory for registry operation service instances p i each created instance will be returned initialized i p that is the service will have had code service init conf code applied to it possibly after the configuration has been modified to support the specific binding security mechanism used,0,a factory for registry operation service instances p i each created instance will be returned initialized i p that is the service will have had code service init conf code applied to it possibly after the configuration has been modified to support the specific binding security mechanism used | registryoperationsfactory java,"[0, 0, 1, 0, 0, 0, 0]"
10278,ReturnStyleChecker.java,contributors marc-andre laperle - initial api and implementation,0,contributors marc-andre laperle - initial api and implementation | returnstylechecker java,"[0, 1, 0, 0, 0, 0, 0]"
10279,package-info.java,io codecs used for compression,0,io codecs used for compression | package-info java,"[1, 0, 0, 0, 0, 0, 0]"
10281,TemplateInstanceUtil.java,for implementation re-use in the absence of multiple inheritance,0,for implementation re-use in the absence of multiple inheritance | templateinstanceutil java,"[1, 0, 0, 0, 0, 0, 0]"
10284,ForwardingCheckedFuture.java,code get,0,code get | forwardingcheckedfuture java,"[0, 0, 0, 0, 1, 0, 0]"
10285,ForwardingCheckedFuture.java,code checkedget,0,code checkedget | forwardingcheckedfuture java,"[0, 0, 0, 0, 1, 0, 0]"
10286,ForwardingCheckedFuture.java,link forwardingcheckedfuture,0,link forwardingcheckedfuture | forwardingcheckedfuture java,"[0, 0, 0, 0, 1, 0, 0]"
10287,ForwardingCheckedFuture.java,link checkedfuture,0,link checkedfuture | forwardingcheckedfuture java,"[0, 0, 0, 0, 1, 0, 0]"
10288,ForwardingCheckedFuture.java,author anthony zana,0,author anthony zana | forwardingcheckedfuture java,"[0, 1, 0, 0, 0, 0, 0]"
10289,ForwardingCheckedFuture.java,since 9 0,0,since 9 0 | forwardingcheckedfuture java,"[0, 0, 0, 1, 0, 0, 0]"
10290,ForwardingCheckedFuture.java,param v the result type returned by this future s code get method,0,param v the result type returned by this future s code get method | forwardingcheckedfuture java,"[0, 0, 0, 1, 0, 0, 0]"
10292,ForwardingCheckedFuture.java,since 9 0,0,since 9 0 | forwardingcheckedfuture java,"[0, 0, 0, 1, 0, 0, 0]"
10294,ForwardingCheckedFuture.java,a future which forwards all its method calls to another future subclasses should override one or more methods to modify the behavior of the backing future as desired per the a href http en wikipedia org wiki decorator pattern decorator pattern a,0,a future which forwards all its method calls to another future subclasses should override one or more methods to modify the behavior of the backing future as desired per the a href http en wikipedia org wiki decorator pattern decorator pattern a | forwardingcheckedfuture java,"[0, 0, 1, 0, 0, 0, 0]"
10296,TestRestCsrfPreventionFilter.java,setup the configuration settings of the server,0,setup the configuration settings of the server | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10298,TestRestCsrfPreventionFilter.java,objects to verify interactions based on request,0,objects to verify interactions based on request | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10300,TestRestCsrfPreventionFilter.java,setup the configuration settings of the server,0,setup the configuration settings of the server | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10302,TestRestCsrfPreventionFilter.java,objects to verify interactions based on request,0,objects to verify interactions based on request | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10304,TestRestCsrfPreventionFilter.java,setup the configuration settings of the server,0,setup the configuration settings of the server | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10305,TestRestCsrfPreventionFilter.java,csrf has not been sent,0,csrf has not been sent | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10306,TestRestCsrfPreventionFilter.java,objects to verify interactions based on request,0,objects to verify interactions based on request | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10307,TestRestCsrfPreventionFilter.java,object under test,0,object under test | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10309,TestRestCsrfPreventionFilter.java,csrf has been sent,0,csrf has been sent | testrestcsrfpreventionfilter java,"[1, 0, 0, 0, 0, 0, 0]"
10313,CHProviderManager.java,maintains a list of extensions implementing the org eclipse cdt ui callhierarchyproviders extension point,0,maintains a list of extensions implementing the org eclipse cdt ui callhierarchyproviders extension point | chprovidermanager java,"[1, 0, 0, 0, 0, 0, 0]"
10314,AuthenticationFilter.java,link authenticationfilter,0,link authenticationfilter | authenticationfilter java,"[0, 0, 0, 0, 1, 0, 0]"
10315,AuthenticationFilter.java,link authenticationhandler,0,link authenticationhandler | authenticationfilter java,"[0, 0, 0, 0, 1, 0, 0]"
10316,AuthenticationFilter.java,link authenticationtoken,0,link authenticationtoken | authenticationfilter java,"[0, 0, 0, 0, 1, 0, 0]"
10317,AuthenticationFilter.java,link authenticationhandler,0,link authenticationhandler | authenticationfilter java,"[0, 0, 0, 0, 1, 0, 0]"
10319,AuthenticationFilter.java,link zksignersecretprovider,0,link zksignersecretprovider | authenticationfilter java,"[0, 0, 0, 0, 1, 0, 0]"
10320,AuthenticationFilter.java,link authenticationhandler,0,link authenticationhandler | authenticationfilter java,"[0, 0, 0, 0, 1, 0, 0]"
10322,AuthenticationFilter.java,param resp the response object,0,param resp the response object | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10323,AuthenticationFilter.java,param token authentication token for the cookie,0,param token authentication token for the cookie | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10326,AuthenticationFilter.java,param expires unix timestamp that indicates the expire date of the cookie it has no effect if its value lt 0,0,param expires unix timestamp that indicates the expire date of the cookie it has no effect if its value lt 0 | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10327,AuthenticationFilter.java,param issecure is the cookie secure,0,param issecure is the cookie secure | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10328,AuthenticationFilter.java,param iscookiepersistent whether the cookie is persistent or not,0,param iscookiepersistent whether the cookie is persistent or not | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10329,AuthenticationFilter.java,param response the response object,0,param response the response object | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10330,AuthenticationFilter.java,param request the request object,0,param request the request object | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10331,AuthenticationFilter.java,param filterchain the filter chain object,0,param filterchain the filter chain object | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10332,AuthenticationFilter.java,if cookie persistence is configured to false,0,if cookie persistence is configured to false | authenticationfilter java,"[0, 0, 0, 0, 0, 0, 1]"
10333,AuthenticationFilter.java,if the token is an old one renew the its maxinactiveinterval,0,if the token is an old one renew the its maxinactiveinterval | authenticationfilter java,"[0, 0, 0, 0, 0, 0, 1]"
10334,AuthenticationFilter.java,if response code is 401 then www-authenticate header should be,0,if response code is 401 then www-authenticate header should be | authenticationfilter java,"[0, 0, 0, 0, 0, 0, 1]"
10336,AuthenticationFilter.java,param response the response object,0,param response the response object | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10337,AuthenticationFilter.java,param request the request object,0,param request the request object | authenticationfilter java,"[0, 0, 0, 1, 0, 0, 0]"
10339,AuthenticationFilter.java,if this method returns code null code the filter will invoke the configured link authenticationhandler,0,if this method returns code null code the filter will invoke the configured link authenticationhandler | authenticationfilter java,"[0, 0, 0, 0, 0, 0, 1]"
10342,TestFileSystem.java,a random suffix per task,0,a random suffix per task | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10343,TestFileSystem.java,write to temp file initially to permit parallel execution,0,write to temp file initially to permit parallel execution | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10344,TestFileSystem.java,rename to final location,0,rename to final location | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10345,TestFileSystem.java,generate a random position,0,generate a random position | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10346,TestFileSystem.java,seek file to that position,0,seek file to that position | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10347,TestFileSystem.java,check that byte matches,0,check that byte matches | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10348,TestFileSystem.java,advance random state to that position,0,advance random state to that position | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10349,TestFileSystem.java,parse command line,0,parse command line | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10350,TestFileSystem.java,test upper lower case,0,test upper lower case | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10352,TestFileSystem.java,different uris should result in different fs instances,0,different uris should result in different fs instances | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10353,TestFileSystem.java,check basic equality,0,check basic equality | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10355,TestFileSystem.java,check behaviour with collections,0,check behaviour with collections | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10356,TestFileSystem.java,multiple invocations of filesystem get return the same object,0,multiple invocations of filesystem get return the same object | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10357,TestFileSystem.java,multiple invocations of filesystem newinstance return different objects,0,multiple invocations of filesystem newinstance return different objects | testfilesystem java,"[1, 0, 0, 0, 0, 0, 0]"
10358,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getheaderfilename,0,see org eclipse cdt core codeassist tests completionproposalstest getheaderfilename | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
10359,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getheaderfilefullpath,0,see org eclipse cdt core codeassist tests completionproposalstest getheaderfilefullpath | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
10360,CompletionTest_MemberReference_Dot_Prefix.java,see org eclipse cdt core codeassist tests completionproposalstest getfilefullpath,0,see org eclipse cdt core codeassist tests completionproposalstest getfilefullpath | completiontest memberreference dot prefix java,"[0, 0, 0, 0, 1, 0, 0]"
